item_id,pedido_id,produto_id,quantidade,preco_unitario,desconto_percentual,custo_unitario
1319,731,47,1,199.58,0.073,89.54
1320,732,25,2,34.2,0.2181,16.13
1321,732,32,2,271.88,0.1831,130.06
1322,733,44,3,200.47,0.1064,119.7
1323,733,7,3,167.52,0.097,103.55
1324,734,1,1,172.33,0.1957,91.78
1325,735,6,3,68.37,0.0726,52.6
1326,736,8,1,66.07,0.05,43.6
1327,737,8,2,53.6,0.105,43.6
1328,737,15,1,41.02,0.0308,22.05
1329,738,45,2,65.63,0.1369,39.57
1330,739,1,1,164.12,0.1348,91.78
1331,739,37,1,106.5,0.077,61.9
1332,739,50,1,201.81,0.0632,118.05
1333,739,45,1,72.93,0.0537,39.57
1334,740,37,3,95.85,0.0959,61.9
1335,740,17,1,185.69,0.1476,127.08
1336,741,1,1,172.33,0.1756,91.78
1337,741,5,1,272.49,0.0379,185.65
1338,742,13,1,84.35,0.0821,77.45
1339,742,12,2,293.45,0.0667,209.52
1340,742,26,1,216.47,0.0822,164.45
1341,743,3,1,49.26,0.1949,26.91
1342,743,10,1,202.75,0.1758,120.42
1343,743,33,1,196.19,0.2001,122.16
1344,744,16,1,234.62,0.1017,150.82
1345,744,45,1,61.99,0.089,39.57
1346,745,6,1,68.37,0.2024,52.6
1347,745,41,1,353.33,0.1664,180.53
1348,745,49,1,112.5,0.1888,73.39
1349,746,25,1,34.2,0.1637,16.13
1350,747,46,2,140.05,0.0397,81.26
1351,747,6,1,67.52,0.033,52.6
1352,748,6,2,68.37,0.0977,52.6
1353,748,43,2,353.54,0.091,182.69
1354,748,34,1,82.95,0.0786,37.12
1355,748,45,3,65.63,0.0933,39.57
1356,749,6,2,79.76,0.1738,52.6
1357,749,40,1,121.45,0.2266,53.25
1358,749,28,1,275.8,0.169,142.78
1359,750,44,1,236.81,0.1724,119.7
1360,750,7,1,197.88,0.18,103.55
1361,751,53,1,366.23,0.065,152.79
1362,751,23,2,88.52,0.1367,43.89
1363,751,33,1,265.43,0.087,122.16
1364,752,4,1,201.22,0.2344,160.15
1365,753,3,1,66.65,0.1042,26.91
1366,753,25,1,39.32,0.0516,16.13
1367,754,5,1,272.49,0.1915,185.65
1368,754,47,1,209.56,0.1969,89.54
1369,755,46,1,99.2,0.1243,81.26
1370,756,41,1,412.22,0.1751,180.53
1371,757,49,1,112.5,0.0875,73.39
1372,758,46,2,133.92,0.1077,81.26
1373,758,17,1,175.37,0.1877,127.08
1374,759,31,1,51.1,0.079,39.52
1375,760,46,1,181.19,0.0691,81.26
1376,760,12,2,535.99,0.0388,209.52
1377,761,47,1,199.58,0.1778,89.54
1378,761,24,1,454.45,0.1684,217.31
1379,761,27,1,226.76,0.1994,88.49
1380,761,35,1,153.58,0.1748,79.44
1381,762,25,1,39.32,0.0555,16.13
1382,762,36,2,142.94,0.0476,66.1
1383,763,48,1,169.67,0.2098,66.62
1384,763,40,1,98.32,0.2308,53.25
1385,763,29,1,122.95,0.2158,78.75
1386,764,38,1,105.64,0.2105,48.05
1387,765,20,1,84.76,0.0498,55.18
1388,765,5,3,233.56,0.0937,185.65
1389,766,20,2,80.05,0.0477,55.18
1390,767,8,1,66.07,0.064,43.6
1391,767,6,1,79.76,0.0633,52.6
1392,768,12,1,535.99,0.2141,209.52
1393,769,39,1,442.41,0.1826,144.85
1394,769,49,2,106.25,0.1991,73.39
1395,769,5,1,220.58,0.2166,185.65
1396,770,35,1,119.45,0.2341,79.44
1397,771,38,3,89.79,0.1095,48.05
1398,771,3,1,49.26,0.0791,26.91
1399,771,43,1,333.9,0.051,182.69
1400,772,10,1,274.31,0.0927,120.42
1401,772,17,1,237.27,0.1764,127.08
1402,772,23,1,88.52,0.1715,43.89
1403,773,5,2,259.51,0.0306,185.65
1404,773,6,2,75.96,0.0714,52.6
1405,774,23,1,76.98,0.2742,43.89
1406,775,5,1,259.51,0.2008,185.65
1407,775,6,1,75.96,0.2251,52.6
1408,776,3,1,57.96,0.2124,26.91
1409,776,11,1,245.98,0.1783,139.55
1410,776,26,1,343.8,0.2326,164.45
1411,777,17,1,185.69,0.2409,127.08
1412,778,36,1,105.65,0.2018,66.1
1413,778,35,1,130.54,0.2153,79.44
1414,779,12,3,396.16,0.087,209.52
1415,779,14,1,155.69,0.0975,105.23
1416,780,31,1,72.14,0.0857,39.52
1417,781,5,1,173.01,0.0891,185.65
1418,782,4,2,181.1,0.0968,160.15
1419,782,47,1,133.06,0.1105,89.54
1420,783,34,2,92.16,0.047,37.12
1421,783,1,2,164.12,0.1933,91.78
1422,784,33,1,207.73,0.0828,122.16
1423,784,44,1,202.98,0.0325,119.7
1424,785,47,1,125.66,0.0515,89.54
1425,786,47,1,133.06,0.0467,89.54
1426,786,8,3,41.95,0.0315,43.6
1427,786,39,3,346.99,0.0419,144.85
1428,787,29,1,173.58,0.0362,78.75
1429,787,21,1,205.68,0.0557,94.68
1430,788,43,1,333.9,0.1047,182.69
1431,788,41,1,333.7,0.0808,180.53
1432,789,16,3,331.23,0.1111,150.82
1433,789,52,1,309.94,0.1304,115.34
1434,789,38,2,126.77,0.1471,48.05
1435,790,28,1,233.48,0.205,142.78
1436,790,5,1,230.68,0.224,185.65
1437,791,5,1,220.58,0.072,185.65
1438,792,1,1,188.74,0.13,91.78
1439,792,9,1,261.95,0.0538,108.49
1440,793,5,1,298.44,0.0712,185.65
1441,794,8,1,72.36,0.1896,43.6
1442,794,38,1,121.48,0.1806,48.05
1443,795,4,1,285.23,0.1441,160.15
1444,795,52,1,271.2,0.0898,115.34
1445,796,33,1,170.97,0.1018,122.16
1446,796,15,1,35.67,0.1056,22.05
1447,797,23,2,65.43,0.163,43.89
1448,798,30,1,234.03,0.1649,145.7
1449,799,5,1,201.84,0.2382,185.65
1450,800,3,1,52.16,0.0803,26.91
1451,800,46,2,141.8,0.0741,81.26
1452,800,23,1,69.28,0.2261,43.89
1453,800,5,1,233.56,0.1,185.65
1454,801,13,2,133.97,0.0766,77.45
1455,802,3,2,66.65,0.064,26.91
1456,803,17,2,237.27,0.3193,127.08
1457,804,13,1,113.88,0.1763,77.45
1458,805,18,1,583.5,0.0988,173.9
1459,805,34,2,82.95,0.0496,37.12
1460,806,31,1,54.11,0.0345,39.52
1461,807,17,2,137.55,0.2526,127.08
1462,807,39,2,346.99,0.1664,144.85
1463,808,17,2,152.83,0.2357,127.08
1464,808,46,1,116.71,0.1094,81.26
1465,809,17,1,175.37,0.2113,127.08
1466,809,44,1,191.7,0.0345,119.7
1467,810,23,1,59.87,0.2085,43.89
1468,810,49,2,97.22,0.1024,73.39
1469,811,18,1,432.22,0.2041,173.9
1470,811,21,1,114.26,0.1872,94.68
1471,811,6,1,50.64,0.234,52.6
1472,812,10,1,238.53,0.0866,120.42
1473,812,47,1,199.58,0.1046,89.54
1474,813,51,3,433.37,0.0731,201.19
1475,813,6,1,91.16,0.038,52.6
1476,814,13,1,133.97,0.0572,77.45
1477,814,36,1,124.29,0.064,66.1
1478,814,17,1,206.32,0.1939,127.08
1479,815,14,2,183.17,0.1075,105.23
1480,815,6,2,75.96,0.0495,52.6
1481,815,5,1,259.51,0.1088,185.65
1482,815,39,1,520.48,0.055,144.85
1483,816,47,1,179.63,0.047,89.54
1484,816,52,1,232.45,0.0749,115.34
1485,817,29,1,122.95,0.2142,78.75
1486,818,47,1,199.58,0.1092,89.54
1487,818,50,1,201.81,0.0974,118.05
1488,819,13,1,133.97,0.0961,77.45
1489,819,16,1,276.02,0.0719,150.82
1490,820,38,1,66.51,0.103,48.05
1491,820,6,3,47.83,0.0825,52.6
1492,821,20,2,84.76,0.0661,55.18
1493,822,17,1,175.37,0.2617,127.08
1494,823,6,3,87.36,0.0955,52.6
1495,823,28,1,302.07,0.0688,142.78
1496,823,5,2,298.44,0.1049,185.65
1497,823,36,3,142.94,0.0617,66.1
1498,824,14,2,155.69,0.0694,105.23
1499,825,11,1,209.09,0.076,139.55
1500,825,6,1,64.57,0.071,52.6
1501,826,40,2,85.68,0.2092,53.25
1502,826,12,2,345.24,0.2037,209.52
1503,827,21,1,171.4,0.2389,94.68
1504,827,17,1,206.32,0.2994,127.08
1505,828,6,2,75.96,0.0624,52.6
1506,829,8,3,48.94,0.0438,43.6
1507,829,5,1,201.84,0.0767,185.65
1508,830,3,1,49.26,0.0546,26.91
1509,831,47,2,179.63,0.2064,89.54
1510,832,41,1,451.48,0.1751,180.53
1511,833,47,1,209.56,0.1928,89.54
1512,833,50,1,211.9,0.2298,118.05
1513,833,44,1,236.81,0.1727,119.7
1514,834,48,1,199.61,0.0667,66.62
1515,835,37,1,95.85,0.0887,61.9
1516,835,8,2,56.63,0.0965,43.6
1517,835,1,2,147.71,0.1686,91.78
1518,836,33,2,242.35,0.0532,122.16
1519,836,6,1,79.76,0.0625,52.6
1520,837,42,1,42.32,0.2377,37.56
1521,838,21,2,171.4,0.0953,94.68
1522,839,32,1,285.47,0.0868,130.06
1523,839,8,1,66.07,0.1045,43.6
1524,840,11,1,209.09,0.0872,139.55
1525,840,6,2,64.57,0.0584,52.6
1526,840,28,2,223.27,0.0702,142.78
1527,841,7,3,160.19,0.0893,103.55
1528,842,42,1,77.3,0.0311,37.56
1529,843,8,1,62.92,0.0685,43.6
1530,843,6,2,75.96,0.0451,52.6
1531,843,29,1,144.65,0.0617,78.75
1532,844,9,1,227.79,0.1822,108.49
1533,845,37,3,127.8,0.2028,61.9
1534,845,47,1,239.5,0.1813,89.54
1535,846,39,1,468.43,0.0461,144.85
1536,846,43,1,353.54,0.0576,182.69
1537,846,14,1,164.85,0.1099,105.23
1538,846,38,1,95.07,0.0653,48.05
1539,847,41,1,305.35,0.1793,180.53
1540,848,31,1,60.12,0.1866,39.52
1541,848,44,1,167.06,0.2027,119.7
1542,848,13,1,99.24,0.2037,77.45
1543,849,33,1,230.81,0.07,122.16
1544,850,52,1,219.54,0.2294,115.34
1545,851,5,1,233.56,0.069,185.65
1546,851,46,1,141.8,0.0816,81.26
1547,851,10,3,214.68,0.0333,120.42
1548,852,34,1,58.03,0.0451,37.12
1549,853,17,1,175.37,0.1267,127.08
1550,854,7,1,216.73,0.0335,103.55
1551,854,29,1,166.35,0.0361,78.75
1552,854,1,1,188.74,0.1871,91.78
1553,854,49,1,143.75,0.0395,73.39
1554,855,28,1,175.11,0.0543,142.78
1555,856,23,1,65.43,0.1759,43.89
1556,857,17,1,237.27,0.15,127.08
1557,858,32,1,244.69,0.1047,130.06
1558,858,16,2,248.42,0.0392,150.82
1559,859,4,1,271.65,0.2118,160.15
1560,860,23,1,76.98,0.1644,43.89
1561,861,25,1,29.07,0.2017,16.13
1562,861,5,1,220.58,0.1768,185.65
1563,862,47,1,199.58,0.2017,89.54
1564,862,6,1,75.96,0.1754,52.6
1565,862,24,1,454.45,0.1921,217.31
1566,863,41,1,392.59,0.1834,180.53
1567,864,24,1,454.45,0.072,217.31
1568,865,47,1,147.84,0.0948,89.54
1569,865,35,3,113.76,0.059,79.44
1570,865,17,1,152.83,0.1653,127.08
1571,866,21,1,145.69,0.0971,94.68
1572,867,30,1,268.55,0.0536,145.7
1573,867,5,1,220.58,0.06,185.65
1574,867,13,1,113.88,0.0732,77.45
1575,868,34,2,105.99,0.232,37.12
1576,868,12,1,535.99,0.21,209.52
1577,869,49,1,97.22,0.1095,73.39
1578,869,44,1,175.41,0.043,119.7
1579,870,3,1,57.96,0.0743,26.91
1580,870,46,1,157.56,0.0435,81.26
1581,871,17,1,206.32,0.2839,127.08
1582,872,21,1,205.68,0.1035,94.68
1583,873,44,1,236.81,0.0989,119.7
1584,874,46,1,99.2,0.0311,81.26
1585,875,9,1,168.73,0.0492,108.49
1586,875,41,2,290.81,0.0624,180.53
1587,875,47,1,147.84,0.0698,89.54
1588,876,5,1,311.41,0.1145,185.65
1589,877,49,1,131.25,0.0355,73.39
1590,877,25,2,35.91,0.0528,16.13
1591,878,20,1,84.76,0.2263,55.18
1592,878,35,1,138.22,0.1861,79.44
1593,878,27,3,204.08,0.2359,88.49
1594,879,6,1,64.57,0.1036,52.6
1595,880,47,1,199.58,0.1661,89.54
1596,880,40,1,115.67,0.2021,53.25
1597,881,36,2,105.65,0.0262,66.1
1598,881,42,1,57.13,0.075,37.56
1599,882,34,2,58.03,0.2213,37.12
1600,882,14,1,115.33,0.1983,105.23
1601,882,49,1,78.7,0.1834,73.39
1602,882,32,2,171.18,0.2315,130.06
1603,883,35,2,138.22,0.0483,79.44
1604,883,4,1,244.48,0.0515,160.15
1605,883,47,3,179.63,0.0983,89.54
1606,884,8,1,48.94,0.0597,43.6
1607,884,35,3,119.45,0.0864,79.44
1608,884,28,2,204.3,0.0494,142.78
1609,884,21,1,133.31,0.0615,94.68
1610,885,6,1,64.57,0.1043,52.6
1611,885,10,1,202.75,0.0397,120.42
1612,885,21,1,145.69,0.1063,94.68
1613,886,32,2,244.69,0.2354,130.06
1614,886,40,1,104.1,0.1765,53.25
1615,887,29,1,173.58,0.0402,78.75
1616,888,6,2,75.96,0.2149,52.6
1617,889,25,2,35.91,0.24,16.13
1618,890,30,1,379.13,0.0994,145.7
1619,891,38,2,95.07,0.0931,48.05
1620,891,19,1,457.16,0.1451,137.57
1621,891,17,2,185.69,0.2254,127.08
1622,892,9,1,261.95,0.0692,108.49
1623,893,34,2,92.16,0.2329,37.12
1624,893,6,2,75.96,0.1844,52.6
1625,894,28,1,236.4,0.0792,142.78
1626,894,5,1,233.56,0.0927,185.65
1627,895,9,1,239.17,0.1623,108.49
1628,895,5,1,272.49,0.1946,185.65
1629,896,13,1,140.67,0.1657,77.45
1630,896,37,2,111.83,0.1657,61.9
1631,897,8,2,75.51,0.0572,43.6
1632,898,5,1,220.58,0.1965,185.65
1633,899,35,1,96.7,0.0826,79.44
1634,899,46,2,99.2,0.0663,81.26
1635,900,23,1,65.43,0.314,43.89
1636,900,5,2,220.58,0.1873,185.65
1637,900,30,1,268.55,0.2303,145.7
1638,900,36,1,105.65,0.1828,66.1
1639,901,8,1,75.51,0.0648,43.6
1640,901,26,1,412.57,0.0413,164.45
1641,902,35,1,161.25,0.0454,79.44
1642,902,49,1,131.25,0.0994,73.39
1643,903,45,1,83.87,0.0497,39.57
1644,904,29,1,144.65,0.1633,78.75
1645,904,12,1,466.07,0.1823,209.52
1646,905,53,1,318.47,0.2349,152.79
1647,906,3,2,49.26,0.2299,26.91
1648,907,2,1,322.53,0.0551,137.72
1649,908,28,2,165.38,0.089,142.78
1650,908,21,1,107.92,0.04,94.68
1651,909,49,1,143.75,0.0464,73.39
1652,910,5,1,272.49,0.2096,185.65
1653,911,53,1,200.52,0.0531,152.79
1654,912,49,3,150.0,0.034,73.39
1655,913,17,1,185.69,0.1839,127.08
1656,913,6,1,68.37,0.0549,52.6
1657,914,11,1,245.98,0.2092,139.55
1658,915,4,2,171.04,0.2357,160.15
1659,915,23,1,48.47,0.3189,43.89
1660,916,5,2,259.51,0.186,185.65
1661,917,30,1,331.74,0.1923,145.7
1662,917,2,1,376.29,0.1606,137.72
1663,917,42,1,70.58,0.2128,37.56
1664,918,41,1,392.59,0.0612,180.53
1665,919,53,1,270.7,0.102,152.79
1666,919,40,1,98.32,0.088,53.25
1667,920,3,1,66.65,0.0359,26.91
1668,921,5,1,298.44,0.2313,185.65
1669,922,34,2,68.27,0.1084,37.12
1670,922,15,1,35.67,0.0613,22.05
1671,923,44,2,191.7,0.088,119.7
1672,924,8,2,75.51,0.0311,43.6
1673,924,11,2,295.18,0.0481,139.55
1674,924,51,2,433.37,0.0742,201.19
1675,925,5,1,230.68,0.0419,185.65
1676,925,34,1,81.92,0.1071,37.12
1677,926,6,3,79.76,0.0865,52.6
1678,927,1,2,147.71,0.3024,91.78
1679,928,18,1,551.09,0.0985,173.9
1680,928,25,2,29.07,0.066,16.13
1681,929,8,3,56.63,0.2141,43.6
1682,930,52,3,172.19,0.036,115.34
1683,931,3,1,57.96,0.0399,26.91
1684,932,5,1,259.51,0.0776,185.65
1685,932,47,1,199.58,0.0772,89.54
1686,932,42,1,67.22,0.0287,37.56
1687,932,7,3,188.46,0.0562,103.55
1688,933,12,1,466.07,0.0778,209.52
1689,934,34,1,78.34,0.1931,37.12
1690,934,32,1,231.1,0.2052,130.06
1691,935,5,2,233.56,0.0741,185.65
1692,935,23,1,69.28,0.2184,43.89
1693,936,42,2,80.66,0.0916,37.56
1694,937,15,1,32.1,0.2306,22.05
1695,937,1,1,109.41,0.2831,91.78
1696,938,8,2,72.36,0.1029,43.6
1697,938,28,3,302.07,0.0919,142.78
1698,939,10,2,203.19,0.0596,120.42
1699,939,46,1,134.22,0.0309,81.26
1700,940,32,1,312.66,0.1012,130.06
1701,941,37,3,90.53,0.0602,61.9
1702,942,21,1,126.96,0.1459,94.68
1703,943,31,1,69.14,0.0409,39.52
1704,944,35,1,119.45,0.187,79.44
1705,945,29,1,122.95,0.0705,78.75
1706,946,33,1,265.43,0.0655,122.16
1707,946,8,1,72.36,0.0533,43.6
1708,947,4,1,312.39,0.2299,160.15
1709,948,29,1,91.08,0.0875,78.75
1710,949,14,2,122.11,0.23,105.23
1711,949,12,1,310.72,0.202,209.52
1712,950,46,3,122.55,0.1883,81.26
1713,950,21,2,133.31,0.1841,94.68
1714,951,50,1,181.63,0.2363,118.05
1715,951,10,1,214.68,0.2138,120.42
1716,952,24,1,522.62,0.2042,217.31
1717,952,48,1,229.55,0.1771,66.62
1718,952,26,1,395.38,0.1968,164.45
1719,953,30,1,331.74,0.1687,145.7
1720,953,17,3,216.64,0.3316,127.08
1721,954,18,2,680.75,0.0737,173.9
1722,955,50,2,211.9,0.0702,118.05
1723,955,12,1,489.38,0.0811,209.52
1724,955,31,2,85.22,0.0608,39.52
1725,955,24,2,477.17,0.0927,217.31
1726,956,5,1,220.58,0.088,185.65
1727,957,20,1,98.88,0.2282,55.18
1728,958,31,1,68.99,0.0878,39.52
1729,958,39,1,442.41,0.1071,144.85
1730,959,26,1,254.67,0.1746,164.45
1731,960,8,1,53.48,0.0691,43.6
1732,960,5,1,220.58,0.0616,185.65
1733,961,21,1,145.69,0.1712,94.68
1734,961,52,1,219.54,0.1624,115.34
1735,961,49,1,106.25,0.1916,73.39
1736,962,5,1,220.58,0.1784,185.65
1737,962,45,1,61.99,0.2102,39.57
1738,963,29,1,144.65,0.0323,78.75
1739,964,27,1,192.75,0.0693,88.49
1740,965,37,3,127.8,0.1079,61.9
1741,965,4,1,325.98,0.0685,160.15
1742,966,9,1,273.34,0.0551,108.49
1743,967,3,1,69.55,0.2287,26.91
1744,967,8,2,75.51,0.2,43.6
1745,968,23,2,51.32,0.2886,43.89
1746,969,20,1,98.88,0.0651,55.18
1747,969,37,1,111.83,0.0903,61.9
1748,970,51,3,280.89,0.0404,201.19
1749,971,29,1,151.89,0.0739,78.75
1750,972,8,1,72.36,0.0548,43.6
1751,973,4,1,271.65,0.1425,160.15
1752,973,33,1,230.81,0.1168,122.16
1753,974,2,1,358.37,0.0773,137.72
1754,974,5,1,259.51,0.0759,185.65
1755,975,47,1,147.84,0.1001,89.54
1756,976,50,3,201.81,0.215,118.05
1757,976,35,1,153.58,0.2262,79.44
1758,977,6,1,68.37,0.2136,52.6
1759,978,8,2,72.36,0.1076,43.6
1760,978,32,1,312.66,0.0937,130.06
1761,979,8,1,66.07,0.0846,43.6
1762,979,5,3,272.49,0.059,185.65
1763,979,18,1,680.75,0.1018,173.9
1764,980,50,2,149.49,0.2129,118.05
1765,981,12,1,419.47,0.0527,209.52
1766,982,52,1,258.28,0.1058,115.34
1767,983,45,1,76.57,0.0984,39.57
1768,983,35,1,161.25,0.0797,79.44
1769,983,23,1,80.83,0.1847,43.89
1770,984,4,1,271.65,0.1361,160.15
1771,984,5,1,259.51,0.0977,185.65
1772,984,22,1,240.93,0.1389,88.13
1773,984,23,1,76.98,0.1735,43.89
1774,985,25,1,41.03,0.1854,16.13
1775,985,5,1,311.41,0.2129,185.65
1776,986,49,2,131.25,0.2343,73.39
1777,987,32,2,285.47,0.1752,130.06
1778,988,12,2,419.47,0.1987,209.52
1779,989,36,1,130.51,0.2059,66.1
1780,990,1,1,164.12,0.1423,91.78
1781,990,53,1,318.47,0.0319,152.79
1782,991,26,1,292.87,0.1715,164.45
1783,992,40,3,138.8,0.0372,53.25
1784,992,8,1,75.51,0.107,43.6
1785,992,23,1,92.37,0.2256,43.89
1786,993,2,1,358.37,0.0582,137.72
1787,994,1,1,109.41,0.1812,91.78
1788,995,25,1,35.91,0.1467,16.13
1789,995,35,1,161.25,0.1209,79.44
1790,995,41,2,412.22,0.1236,180.53
1791,995,36,2,130.51,0.0887,66.1
1792,996,43,1,353.54,0.2158,182.69
1793,997,51,1,379.2,0.1942,201.19
1794,997,43,1,412.46,0.1603,182.69
1795,998,1,3,172.33,0.1443,91.78
1796,999,26,1,309.42,0.0379,164.45
1797,999,36,1,111.87,0.0712,66.1
1798,999,17,1,185.69,0.2109,127.08
1799,1000,7,1,197.88,0.1792,103.55
1800,1001,27,1,167.97,0.0883,88.49
1801,1002,24,1,353.46,0.048,217.31
1802,1003,17,1,216.64,0.3037,127.08
1803,1003,12,3,489.38,0.2248,209.52
1804,1004,13,1,120.58,0.0713,77.45
1805,1004,8,2,56.63,0.0397,43.6
1806,1005,21,3,205.68,0.0539,94.68
1807,1006,14,1,142.46,0.1946,105.23
1808,1007,29,1,151.89,0.1908,78.75
1809,1007,47,1,209.56,0.2091,89.54
1810,1008,5,1,220.58,0.2392,185.65
1811,1008,47,1,169.65,0.1811,89.54
1812,1009,5,2,259.51,0.0825,185.65
1813,1009,39,1,520.48,0.0514,144.85
1814,1010,5,1,311.41,0.1636,185.65
1815,1011,5,1,272.49,0.0812,185.65
1816,1012,46,3,189.07,0.0604,81.26
1817,1012,40,1,138.8,0.0429,53.25
1818,1012,16,3,331.23,0.0863,150.82
1819,1013,4,2,285.23,0.2024,160.15
1820,1014,5,1,233.56,0.1092,185.65
1821,1015,37,1,111.83,0.2139,61.9
1822,1015,50,2,211.9,0.1984,118.05
1823,1016,5,1,173.01,0.2357,185.65
1824,1016,11,1,163.99,0.1652,139.55
1825,1017,12,1,293.45,0.1008,209.52
1826,1017,52,1,162.62,0.0409,115.34
1827,1017,6,1,47.83,0.0549,52.6
1828,1017,5,1,163.4,0.0566,185.65
1829,1018,41,1,392.59,0.1909,180.53
1830,1019,7,1,188.46,0.0845,103.55
1831,1019,8,1,62.92,0.0855,43.6
1832,1019,48,1,199.61,0.0982,66.62
1833,1019,4,1,271.65,0.0621,160.15
1834,1020,23,1,69.28,0.359,43.89
1835,1020,31,2,73.05,0.1711,39.52
1836,1020,15,2,43.34,0.2359,22.05
1837,1021,45,1,76.57,0.0386,39.57
1838,1021,25,1,35.91,0.0887,16.13
1839,1022,25,2,34.2,0.2082,16.13
1840,1022,5,1,259.51,0.2319,185.65
1841,1023,1,1,172.33,0.1848,91.78
1842,1023,4,2,285.23,0.0957,160.15
1843,1023,37,1,111.83,0.1222,61.9
1844,1024,35,2,161.25,0.0921,79.44
1845,1024,6,1,79.76,0.0827,52.6
1846,1024,5,1,272.49,0.0706,185.65
1847,1025,14,1,155.69,0.1061,105.23
1848,1025,17,1,175.37,0.143,127.08
1849,1026,21,1,205.68,0.0665,94.68
1850,1026,19,1,609.54,0.0313,137.57
1851,1027,4,3,271.65,0.0542,160.15
1852,1027,36,1,124.29,0.0754,66.1
1853,1027,13,2,133.97,0.0454,77.45
1854,1028,24,1,409.01,0.1002,217.31
1855,1028,41,1,353.33,0.0772,180.53
1856,1029,39,1,520.48,0.2325,144.85
1857,1029,8,1,62.92,0.165,43.6
1858,1030,27,1,192.75,0.0855,88.49
1859,1031,8,1,75.51,0.142,43.6
1860,1032,5,1,233.56,0.026,185.65
1861,1033,9,1,194.04,0.0624,108.49
1862,1034,10,1,202.75,0.0915,120.42
1863,1035,8,1,62.92,0.0834,43.6
1864,1035,27,1,226.76,0.1096,88.49
1865,1035,12,1,466.07,0.096,209.52
1866,1036,1,1,139.5,0.2204,91.78
1867,1036,18,3,551.09,0.0513,173.9
1868,1036,29,1,122.95,0.1066,78.75
1869,1037,16,1,317.42,0.2252,150.82
1870,1037,12,1,535.99,0.2011,209.52
1871,1037,1,1,188.74,0.2978,91.78
1872,1037,18,2,745.59,0.1739,173.9
1873,1038,17,1,175.37,0.1538,127.08
1874,1038,6,1,64.57,0.0758,52.6
1875,1038,25,3,29.07,0.0987,16.13
1876,1039,16,3,173.79,0.0833,150.82
1877,1039,25,1,21.53,0.0822,16.13
1878,1040,36,1,130.51,0.179,66.1
1879,1041,39,1,624.57,0.0855,144.85
1880,1041,38,3,126.77,0.0801,48.05
1881,1042,5,2,272.49,0.2365,185.65
1882,1042,12,1,489.38,0.1695,209.52
1883,1042,16,3,289.82,0.1837,150.82
1884,1043,12,1,489.38,0.2118,209.52
1885,1044,33,2,265.43,0.0868,122.16
1886,1045,8,2,62.92,0.0725,43.6
1887,1046,8,1,48.94,0.2237,43.6
1888,1046,1,2,127.65,0.2936,91.78
1889,1046,17,1,160.47,0.2759,127.08
1890,1046,13,1,104.2,0.2187,77.45
1891,1047,18,2,648.34,0.1626,173.9
1892,1047,44,1,225.53,0.2297,119.7
1893,1048,16,2,184.01,0.1001,150.82
1894,1048,20,1,62.78,0.0574,55.18
1895,1049,45,1,61.99,0.1011,39.57
1896,1050,8,1,56.63,0.0329,43.6
1897,1050,16,1,248.42,0.0988,150.82
1898,1051,5,2,298.44,0.2329,185.65
1899,1051,12,1,535.99,0.1984,209.52
1900,1051,49,1,143.75,0.2272,73.39
1901,1052,31,2,93.34,0.1051,39.52
1902,1052,47,2,229.52,0.0995,89.54
1903,1053,33,2,196.19,0.066,122.16
1904,1053,47,1,169.65,0.0492,89.54
1905,1054,1,1,139.5,0.1633,91.78
1906,1055,47,1,133.06,0.0987,89.54
1907,1055,19,2,338.63,0.0363,137.57
1908,1055,41,1,261.73,0.0812,180.53
1909,1056,40,1,98.53,0.0649,53.25
1910,1056,36,1,105.88,0.0334,66.1
1911,1057,14,2,192.33,0.0562,105.23
1912,1058,46,2,133.92,0.1938,81.26
1913,1059,5,1,220.58,0.0852,185.65
1914,1059,4,1,230.9,0.0644,160.15
1915,1060,53,1,286.62,0.0711,152.79
1916,1061,30,1,284.35,0.1076,145.7
1917,1061,17,1,185.69,0.1419,127.08
1918,1062,23,1,57.02,0.1853,43.89
1919,1063,33,1,196.19,0.0418,122.16
1920,1064,46,1,157.56,0.1496,81.26
1921,1065,4,1,201.22,0.0671,160.15
1922,1066,32,1,271.88,0.0424,130.06
1923,1066,23,1,76.98,0.1994,43.89
1924,1066,5,1,259.51,0.0837,185.65
1925,1067,45,1,72.93,0.2379,39.57
1926,1067,25,2,34.2,0.1705,16.13
1927,1068,30,1,379.13,0.0949,145.7
1928,1069,9,1,143.42,0.0787,108.49
1929,1069,18,1,408.21,0.1311,173.9
1930,1070,6,2,87.36,0.231,52.6
1931,1071,6,1,64.57,0.069,52.6
1932,1071,15,1,40.93,0.0848,22.05
1933,1072,46,2,157.56,0.1041,81.26
1934,1073,13,1,160.77,0.1735,77.45
1935,1073,5,3,311.41,0.1856,185.65
1936,1074,6,1,79.76,0.038,52.6
1937,1074,36,1,130.51,0.0752,66.1
1938,1074,23,1,80.83,0.1652,43.89
1939,1074,1,1,172.33,0.1655,91.78
1940,1075,40,1,104.1,0.1089,53.25
1941,1076,17,1,137.55,0.2642,127.08
1942,1076,38,2,70.42,0.2165,48.05
1943,1076,1,1,109.41,0.3231,91.78
1944,1077,38,2,89.79,0.1608,48.05
1945,1078,12,1,535.99,0.1754,209.52
1946,1079,45,3,76.57,0.0512,39.57
1947,1079,14,1,192.33,0.1036,105.23
1948,1080,8,1,72.36,0.1917,43.6
