pedido_id,cliente_id,data_pedido,canal_venda,uf,estado,regiao,vendedor_id,status_pedido
1332,463,2024-10-03,Site Próprio,RJ,Rio de Janeiro,Sudeste,4,Concluído
1333,631,2025-05-08,Marketplace,SP,São Paulo,Sudeste,5,Concluído
1334,540,2025-10-06,Site Próprio,PR,Paraná,Sul,3,Concluído
1335,184,2024-11-14,Marketplace,SP,São Paulo,Sudeste,5,Concluído
1336,177,2025-11-25,Marketplace,SP,São Paulo,Sudeste,4,Concluído
1337,47,2025-06-16,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
1338,159,2025-06-04,Marketplace,MG,Minas Gerais,Sudeste,2,Concluído
1339,150,2025-10-27,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
1340,67,2025-10-04,Site Próprio,MG,Minas Gerais,Sudeste,6,Concluído
1341,336,2024-10-10,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
1342,150,2025-10-03,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
1343,114,2024-11-06,Aplicativo,PA,Pará,Norte,6,Concluído
1344,39,2025-10-09,Site Próprio,GO,Goiás,Centro-Oeste,4,Concluído
1345,232,2025-09-16,Marketplace,SP,São Paulo,Sudeste,3,Concluído
1346,222,2024-11-08,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1347,65,2025-06-20,Marketplace,CE,Ceará,Nordeste,5,Concluído
1348,613,2024-07-07,Site Próprio,PR,Paraná,Sul,3,Concluído
1349,527,2025-08-06,Aplicativo,SP,São Paulo,Sudeste,6,Concluído
1350,605,2025-07-05,Marketplace,PE,Pernambuco,Nordeste,5,Concluído
1351,337,2025-10-03,Marketplace,MG,Minas Gerais,Sudeste,6,Cancelado
1352,282,2025-01-15,Marketplace,CE,Ceará,Nordeste,6,Cancelado
1353,12,2025-10-25,Site Próprio,DF,Distrito Federal,Centro-Oeste,6,Concluído
1354,450,2024-06-12,Site Próprio,MG,Minas Gerais,Sudeste,4,Cancelado
1355,308,2025-12-01,Site Próprio,BA,Bahia,Nordeste,1,Concluído
1356,445,2025-05-03,Marketplace,RJ,Rio de Janeiro,Sudeste,3,Concluído
1357,165,2024-10-05,Site Próprio,MG,Minas Gerais,Sudeste,4,Concluído
1358,603,2025-11-15,Site Próprio,RS,Rio Grande do Sul,Sul,4,Concluído
1359,26,2025-11-24,Marketplace,SP,São Paulo,Sudeste,3,Concluído
1360,513,2025-07-14,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
1361,437,2025-10-13,Site Próprio,RJ,Rio de Janeiro,Sudeste,3,Cancelado
1362,557,2025-12-20,Marketplace,MS,Mato Grosso do Sul,Centro-Oeste,4,Concluído
1363,330,2025-06-11,Site Próprio,BA,Bahia,Nordeste,6,Concluído
1364,461,2025-12-27,Site Próprio,MG,Minas Gerais,Sudeste,1,Concluído
1365,598,2025-11-09,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
1366,305,2024-12-17,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1367,410,2025-08-04,Site Próprio,BA,Bahia,Nordeste,2,Concluído
1368,557,2025-03-11,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,6,Concluído
1369,57,2024-08-24,Site Próprio,RS,Rio Grande do Sul,Sul,6,Concluído
1370,285,2025-06-21,Marketplace,AM,Amazonas,Norte,1,Concluído
1371,447,2025-04-18,Site Próprio,RJ,Rio de Janeiro,Sudeste,4,Concluído
1372,639,2025-05-24,Site Próprio,DF,Distrito Federal,Centro-Oeste,4,Concluído
1373,636,2024-11-09,Aplicativo,SP,São Paulo,Sudeste,1,Concluído
1374,540,2025-02-21,Site Próprio,PR,Paraná,Sul,1,Concluído
1375,136,2024-08-26,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
1376,39,2025-11-16,Site Próprio,GO,Goiás,Centro-Oeste,4,Concluído
1377,263,2025-10-12,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
1378,265,2025-12-14,Marketplace,PR,Paraná,Sul,4,Concluído
1379,274,2025-02-18,Site Próprio,RJ,Rio de Janeiro,Sudeste,6,Concluído
1380,125,2025-05-14,Marketplace,MA,Maranhão,Nordeste,1,Concluído
1381,91,2025-07-21,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
1382,551,2024-10-09,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
1383,145,2024-12-20,Site Próprio,RS,Rio Grande do Sul,Sul,3,Concluído
1384,82,2025-06-14,Site Próprio,MG,Minas Gerais,Sudeste,4,Concluído
1385,30,2025-09-16,Marketplace,RJ,Rio de Janeiro,Sudeste,2,Concluído
1386,542,2024-04-24,Marketplace,RJ,Rio de Janeiro,Sudeste,2,Concluído
1387,463,2025-10-04,Marketplace,RJ,Rio de Janeiro,Sudeste,3,Concluído
1388,30,2025-11-12,Marketplace,RJ,Rio de Janeiro,Sudeste,1,Concluído
1389,425,2025-11-11,Marketplace,MG,Minas Gerais,Sudeste,6,Concluído
1390,315,2025-01-05,Aplicativo,MS,Mato Grosso do Sul,Centro-Oeste,6,Cancelado
1391,197,2025-06-26,Marketplace,MG,Minas Gerais,Sudeste,2,Concluído
1392,298,2025-01-11,Marketplace,CE,Ceará,Nordeste,5,Concluído
1393,319,2025-04-24,Marketplace,MG,Minas Gerais,Sudeste,4,Concluído
1394,119,2024-04-19,Marketplace,CE,Ceará,Nordeste,3,Concluído
1395,298,2025-12-20,Marketplace,CE,Ceará,Nordeste,3,Concluído
1396,84,2025-11-21,Marketplace,GO,Goiás,Centro-Oeste,5,Cancelado
1397,46,2025-03-17,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
1398,383,2025-04-18,Marketplace,CE,Ceará,Nordeste,6,Concluído
1399,247,2025-05-14,Site Próprio,DF,Distrito Federal,Centro-Oeste,1,Concluído
1400,63,2025-01-06,Site Próprio,RS,Rio Grande do Sul,Sul,6,Concluído
1401,538,2024-06-03,Marketplace,RJ,Rio de Janeiro,Sudeste,6,Concluído
1402,473,2025-04-15,Marketplace,SP,São Paulo,Sudeste,2,Concluído
1403,540,2024-11-15,Aplicativo,PR,Paraná,Sul,2,Concluído
1404,603,2024-11-21,Aplicativo,RS,Rio Grande do Sul,Sul,5,Concluído
1405,311,2025-02-10,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1406,271,2025-12-27,Site Próprio,RJ,Rio de Janeiro,Sudeste,4,Concluído
1407,248,2025-12-24,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
1408,161,2024-05-15,Site Próprio,RJ,Rio de Janeiro,Sudeste,6,Concluído
1409,50,2025-12-05,Site Próprio,MG,Minas Gerais,Sudeste,1,Cancelado
1410,311,2024-10-05,Marketplace,SP,São Paulo,Sudeste,1,Concluído
1411,331,2025-11-19,Marketplace,CE,Ceará,Nordeste,5,Concluído
1412,607,2024-11-17,Marketplace,RJ,Rio de Janeiro,Sudeste,3,Concluído
1413,640,2025-05-22,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
1414,134,2024-07-16,Site Próprio,SC,Santa Catarina,Sul,5,Concluído
1415,164,2025-12-03,Site Próprio,BA,Bahia,Nordeste,3,Concluído
1416,350,2024-07-04,Site Próprio,PR,Paraná,Sul,3,Concluído
1417,409,2024-06-15,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
1418,224,2025-12-12,Marketplace,SC,Santa Catarina,Sul,3,Cancelado
1419,236,2025-04-22,Aplicativo,RJ,Rio de Janeiro,Sudeste,2,Cancelado
1420,454,2025-11-22,Aplicativo,SP,São Paulo,Sudeste,2,Concluído
1421,425,2025-10-26,Site Próprio,MG,Minas Gerais,Sudeste,4,Concluído
1422,647,2025-04-26,Marketplace,RS,Rio Grande do Sul,Sul,5,Concluído
1423,634,2025-11-19,Site Próprio,RS,Rio Grande do Sul,Sul,3,Concluído
1424,464,2025-12-22,Aplicativo,SP,São Paulo,Sudeste,4,Concluído
1425,227,2025-11-25,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
1426,519,2024-11-09,Site Próprio,RJ,Rio de Janeiro,Sudeste,4,Cancelado
1427,138,2025-07-07,Site Próprio,MG,Minas Gerais,Sudeste,1,Concluído
1428,251,2025-12-14,Marketplace,RJ,Rio de Janeiro,Sudeste,1,Concluído
1429,539,2025-03-16,Site Próprio,MT,Mato Grosso,Centro-Oeste,6,Concluído
1430,538,2024-11-21,Site Próprio,RJ,Rio de Janeiro,Sudeste,4,Concluído
1431,219,2025-08-12,Site Próprio,GO,Goiás,Centro-Oeste,6,Concluído
1432,436,2025-01-11,Marketplace,MA,Maranhão,Nordeste,2,Concluído
1433,542,2025-11-03,Site Próprio,RJ,Rio de Janeiro,Sudeste,5,Concluído
1434,113,2025-10-17,Marketplace,SP,São Paulo,Sudeste,3,Concluído
1435,445,2024-11-23,Marketplace,RJ,Rio de Janeiro,Sudeste,2,Concluído
1436,533,2025-08-16,Site Próprio,BA,Bahia,Nordeste,5,Concluído
1437,338,2025-12-24,Marketplace,RS,Rio Grande do Sul,Sul,2,Concluído
1438,323,2025-03-01,Site Próprio,MG,Minas Gerais,Sudeste,3,Concluído
1439,179,2024-08-13,Marketplace,SP,São Paulo,Sudeste,4,Concluído
1440,118,2024-12-10,Marketplace,RS,Rio Grande do Sul,Sul,3,Concluído
1441,429,2025-03-17,Site Próprio,RJ,Rio de Janeiro,Sudeste,1,Concluído
1442,124,2024-07-23,Aplicativo,SP,São Paulo,Sudeste,4,Concluído
1443,399,2025-11-07,Site Próprio,SC,Santa Catarina,Sul,5,Concluído
1444,437,2024-12-21,Site Próprio,RJ,Rio de Janeiro,Sudeste,2,Concluído
1445,450,2024-11-01,Marketplace,MG,Minas Gerais,Sudeste,3,Concluído
1446,320,2024-12-10,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1447,82,2025-05-09,Site Próprio,MG,Minas Gerais,Sudeste,3,Concluído
1448,173,2025-11-16,Site Próprio,PA,Pará,Norte,2,Concluído
1449,302,2025-11-23,Aplicativo,BA,Bahia,Nordeste,5,Concluído
1450,102,2025-03-05,Marketplace,SC,Santa Catarina,Sul,6,Concluído
1451,178,2024-12-23,Marketplace,SP,São Paulo,Sudeste,5,Concluído
1452,106,2025-11-03,Marketplace,MG,Minas Gerais,Sudeste,5,Cancelado
1453,623,2025-09-21,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
1454,222,2024-12-16,Marketplace,SP,São Paulo,Sudeste,2,Cancelado
1455,422,2024-12-01,Marketplace,SP,São Paulo,Sudeste,2,Concluído
1456,402,2024-04-03,Marketplace,RS,Rio Grande do Sul,Sul,6,Concluído
1457,609,2024-12-18,Marketplace,RJ,Rio de Janeiro,Sudeste,4,Concluído
1458,305,2025-03-07,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
1459,125,2025-11-12,Site Próprio,MA,Maranhão,Nordeste,1,Concluído
1460,121,2025-03-13,Marketplace,SP,São Paulo,Sudeste,5,Concluído
1461,4,2025-10-25,Marketplace,SP,São Paulo,Sudeste,5,Concluído
1462,402,2025-03-18,Site Próprio,RS,Rio Grande do Sul,Sul,3,Cancelado
1463,344,2024-10-17,Marketplace,SP,São Paulo,Sudeste,3,Concluído
1464,96,2025-03-09,Site Próprio,PE,Pernambuco,Nordeste,5,Concluído
1465,32,2025-12-08,Marketplace,CE,Ceará,Nordeste,4,Concluído
1466,475,2024-12-07,Marketplace,RJ,Rio de Janeiro,Sudeste,5,Concluído
1467,361,2024-11-18,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1468,18,2025-06-06,Site Próprio,MG,Minas Gerais,Sudeste,3,Cancelado
1469,526,2025-05-11,Site Próprio,SP,São Paulo,Sudeste,5,Cancelado
1470,395,2024-11-02,Site Próprio,RJ,Rio de Janeiro,Sudeste,6,Concluído
1471,441,2024-09-02,Aplicativo,RJ,Rio de Janeiro,Sudeste,6,Concluído
1472,269,2024-11-09,Marketplace,RJ,Rio de Janeiro,Sudeste,5,Concluído
1473,252,2025-12-10,Marketplace,RS,Rio Grande do Sul,Sul,6,Concluído
1474,350,2025-10-11,Site Próprio,PR,Paraná,Sul,6,Concluído
1475,552,2024-09-12,Aplicativo,SP,São Paulo,Sudeste,3,Concluído
1476,486,2025-11-04,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
1477,407,2025-08-20,Site Próprio,MG,Minas Gerais,Sudeste,3,Concluído
1478,62,2025-08-09,Marketplace,SP,São Paulo,Sudeste,5,Concluído
1479,457,2025-09-11,Marketplace,SP,São Paulo,Sudeste,1,Concluído
1480,557,2025-09-12,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,4,Concluído
1481,24,2025-12-20,Marketplace,DF,Distrito Federal,Centro-Oeste,5,Concluído
1482,370,2025-05-03,Site Próprio,RJ,Rio de Janeiro,Sudeste,6,Concluído
1483,356,2025-05-27,Marketplace,RJ,Rio de Janeiro,Sudeste,5,Concluído
1484,269,2025-12-19,Aplicativo,RJ,Rio de Janeiro,Sudeste,4,Concluído
1485,103,2024-11-17,Site Próprio,RJ,Rio de Janeiro,Sudeste,3,Concluído
1486,365,2024-06-14,Site Próprio,RJ,Rio de Janeiro,Sudeste,6,Cancelado
1487,457,2024-12-13,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1488,289,2024-11-08,Aplicativo,MS,Mato Grosso do Sul,Centro-Oeste,2,Concluído
1489,446,2025-12-12,Site Próprio,RS,Rio Grande do Sul,Sul,6,Concluído
1490,477,2025-06-15,Marketplace,RJ,Rio de Janeiro,Sudeste,2,Concluído
1491,190,2024-12-15,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
1492,24,2025-11-22,Site Próprio,DF,Distrito Federal,Centro-Oeste,2,Concluído
1493,196,2024-02-05,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
1494,183,2025-03-16,Site Próprio,AM,Amazonas,Norte,2,Concluído
1495,573,2024-05-23,Marketplace,MG,Minas Gerais,Sudeste,3,Concluído
1496,546,2024-11-20,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
1497,317,2025-12-07,Site Próprio,SC,Santa Catarina,Sul,2,Concluído
1498,539,2024-11-25,Aplicativo,MT,Mato Grosso,Centro-Oeste,3,Concluído
1499,219,2025-03-01,Site Próprio,GO,Goiás,Centro-Oeste,3,Concluído
1500,2,2025-01-01,Site Próprio,RS,Rio Grande do Sul,Sul,3,Cancelado
1501,536,2025-01-02,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
1502,523,2025-12-14,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
1503,381,2025-04-24,Site Próprio,PR,Paraná,Sul,2,Concluído
1504,79,2024-07-02,Marketplace,BA,Bahia,Nordeste,4,Concluído
1505,529,2025-07-05,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
1506,445,2025-07-21,Marketplace,RJ,Rio de Janeiro,Sudeste,6,Concluído
1507,607,2024-06-21,Site Próprio,RJ,Rio de Janeiro,Sudeste,2,Concluído
1508,164,2024-05-09,Site Próprio,BA,Bahia,Nordeste,6,Concluído
1509,188,2025-08-21,Marketplace,ES,Espírito Santo,Sudeste,3,Concluído
1510,122,2025-08-05,Marketplace,MS,Mato Grosso do Sul,Centro-Oeste,4,Concluído
1511,383,2025-03-25,Marketplace,CE,Ceará,Nordeste,4,Cancelado
1512,509,2025-11-04,Site Próprio,PE,Pernambuco,Nordeste,1,Concluído
1513,38,2025-01-07,Aplicativo,BA,Bahia,Nordeste,6,Concluído
1514,181,2024-12-21,Site Próprio,RJ,Rio de Janeiro,Sudeste,5,Concluído
1515,621,2024-11-04,Site Próprio,PR,Paraná,Sul,2,Concluído
1516,478,2024-07-14,Site Próprio,PR,Paraná,Sul,3,Concluído
1517,613,2025-12-15,Site Próprio,PR,Paraná,Sul,5,Concluído
1518,544,2025-11-05,Aplicativo,SP,São Paulo,Sudeste,4,Concluído
1519,583,2025-12-05,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
1520,343,2025-06-05,Marketplace,ES,Espírito Santo,Sudeste,3,Concluído
1521,475,2025-11-11,Site Próprio,RJ,Rio de Janeiro,Sudeste,6,Concluído
1522,306,2025-12-03,Marketplace,AM,Amazonas,Norte,6,Concluído
1523,222,2025-12-16,Marketplace,SP,São Paulo,Sudeste,2,Concluído
1524,163,2025-04-23,Marketplace,DF,Distrito Federal,Centro-Oeste,5,Concluído
1525,636,2024-10-10,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
1526,413,2025-10-18,Marketplace,PE,Pernambuco,Nordeste,1,Concluído
1527,30,2025-06-14,Marketplace,RJ,Rio de Janeiro,Sudeste,2,Concluído
1528,187,2025-10-04,Marketplace,MS,Mato Grosso do Sul,Centro-Oeste,5,Concluído
1529,129,2025-09-12,Site Próprio,PR,Paraná,Sul,6,Concluído
1530,364,2025-08-08,Site Próprio,GO,Goiás,Centro-Oeste,2,Concluído
1531,461,2025-11-10,Aplicativo,MG,Minas Gerais,Sudeste,2,Concluído
1532,89,2025-03-16,Marketplace,RJ,Rio de Janeiro,Sudeste,1,Concluído
1533,437,2025-07-05,Site Próprio,RJ,Rio de Janeiro,Sudeste,2,Concluído
1534,111,2025-03-27,Marketplace,DF,Distrito Federal,Centro-Oeste,1,Concluído
1535,420,2025-08-02,Marketplace,SP,São Paulo,Sudeste,5,Concluído
1536,576,2025-11-27,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
1537,275,2025-12-26,Aplicativo,BA,Bahia,Nordeste,5,Concluído
1538,345,2024-11-19,Marketplace,MG,Minas Gerais,Sudeste,3,Concluído
1539,461,2025-01-05,Marketplace,MG,Minas Gerais,Sudeste,2,Concluído
1540,463,2024-11-16,Site Próprio,RJ,Rio de Janeiro,Sudeste,1,Concluído
1541,465,2025-11-27,Aplicativo,RS,Rio Grande do Sul,Sul,6,Concluído
1542,125,2025-10-09,Marketplace,MA,Maranhão,Nordeste,3,Cancelado
1543,551,2025-02-20,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
1544,424,2024-05-10,Site Próprio,RS,Rio Grande do Sul,Sul,2,Concluído
1545,396,2025-11-24,Marketplace,SC,Santa Catarina,Sul,6,Concluído
1546,585,2025-06-09,Site Próprio,DF,Distrito Federal,Centro-Oeste,1,Concluído
1547,428,2024-11-27,Marketplace,MS,Mato Grosso do Sul,Centro-Oeste,6,Concluído
1548,158,2025-08-04,Marketplace,PR,Paraná,Sul,4,Concluído
1549,427,2025-08-27,Site Próprio,PR,Paraná,Sul,3,Concluído
1550,346,2025-07-24,Marketplace,SP,São Paulo,Sudeste,4,Cancelado
1551,508,2024-04-09,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1552,478,2025-08-10,Marketplace,PR,Paraná,Sul,3,Concluído
1553,328,2024-12-08,Site Próprio,PE,Pernambuco,Nordeste,5,Concluído
1554,615,2025-06-27,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
1555,315,2025-10-07,Aplicativo,MS,Mato Grosso do Sul,Centro-Oeste,2,Concluído
1556,559,2024-08-05,Site Próprio,SC,Santa Catarina,Sul,5,Concluído
1557,329,2025-02-25,Site Próprio,MG,Minas Gerais,Sudeste,2,Concluído
1558,274,2025-11-14,Site Próprio,RJ,Rio de Janeiro,Sudeste,1,Concluído
1559,180,2024-10-07,Marketplace,SP,São Paulo,Sudeste,5,Concluído
1560,214,2024-12-11,Marketplace,PR,Paraná,Sul,1,Concluído
1561,397,2025-07-02,Marketplace,SP,São Paulo,Sudeste,4,Concluído
1562,440,2024-08-08,Site Próprio,BA,Bahia,Nordeste,6,Concluído
1563,137,2024-12-24,Marketplace,RJ,Rio de Janeiro,Sudeste,4,Concluído
1564,107,2024-04-05,Site Próprio,MG,Minas Gerais,Sudeste,2,Concluído
1565,221,2025-10-20,Marketplace,SP,São Paulo,Sudeste,1,Concluído
1566,488,2025-06-01,Site Próprio,RJ,Rio de Janeiro,Sudeste,5,Concluído
1567,414,2024-01-23,Site Próprio,RS,Rio Grande do Sul,Sul,1,Concluído
1568,617,2025-11-21,Site Próprio,BA,Bahia,Nordeste,6,Concluído
1569,257,2025-11-27,Marketplace,MG,Minas Gerais,Sudeste,4,Concluído
1570,55,2025-09-14,Aplicativo,SC,Santa Catarina,Sul,1,Concluído
1571,345,2025-10-20,Marketplace,MG,Minas Gerais,Sudeste,5,Concluído
1572,539,2024-02-21,Marketplace,MT,Mato Grosso,Centro-Oeste,4,Concluído
1573,77,2025-11-03,Marketplace,SP,São Paulo,Sudeste,5,Concluído
1574,196,2025-01-12,Marketplace,SP,São Paulo,Sudeste,1,Concluído
1575,485,2025-05-23,Marketplace,RS,Rio Grande do Sul,Sul,4,Concluído
1576,196,2025-04-21,Marketplace,SP,São Paulo,Sudeste,4,Cancelado
1577,645,2025-08-17,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,2,Concluído
1578,90,2024-11-10,Marketplace,RJ,Rio de Janeiro,Sudeste,5,Concluído
1579,398,2025-12-25,Marketplace,CE,Ceará,Nordeste,2,Concluído
1580,160,2025-03-06,Site Próprio,MG,Minas Gerais,Sudeste,3,Concluído
1581,423,2024-02-26,Aplicativo,MS,Mato Grosso do Sul,Centro-Oeste,4,Concluído
1582,561,2025-08-19,Marketplace,SP,São Paulo,Sudeste,6,Cancelado
1583,214,2025-01-27,Site Próprio,PR,Paraná,Sul,6,Concluído
1584,450,2024-05-06,Marketplace,MG,Minas Gerais,Sudeste,4,Concluído
1585,159,2025-03-13,Marketplace,MG,Minas Gerais,Sudeste,2,Concluído
1586,495,2025-04-11,Marketplace,PE,Pernambuco,Nordeste,4,Concluído
1587,401,2024-07-23,Site Próprio,RS,Rio Grande do Sul,Sul,2,Concluído
1588,519,2024-10-25,Site Próprio,RJ,Rio de Janeiro,Sudeste,1,Concluído
1589,371,2025-12-11,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
1590,411,2025-08-12,Site Próprio,RJ,Rio de Janeiro,Sudeste,5,Concluído
1591,61,2025-06-17,Marketplace,SP,São Paulo,Sudeste,4,Concluído
1592,321,2025-05-27,Site Próprio,SP,São Paulo,Sudeste,2,Cancelado
1593,609,2025-06-14,Site Próprio,RJ,Rio de Janeiro,Sudeste,1,Concluído
1594,91,2024-05-20,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1595,255,2025-10-06,Site Próprio,RJ,Rio de Janeiro,Sudeste,4,Concluído
1596,391,2024-12-26,Marketplace,RJ,Rio de Janeiro,Sudeste,1,Concluído
1597,190,2024-02-10,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
1598,197,2025-11-07,Marketplace,MG,Minas Gerais,Sudeste,2,Concluído
1599,503,2025-02-13,Site Próprio,CE,Ceará,Nordeste,6,Concluído
1600,406,2025-11-11,Marketplace,SP,São Paulo,Sudeste,5,Concluído
1601,255,2025-10-11,Site Próprio,RJ,Rio de Janeiro,Sudeste,3,Concluído
1602,402,2024-12-13,Site Próprio,RS,Rio Grande do Sul,Sul,2,Cancelado
1603,482,2024-03-09,Marketplace,SP,São Paulo,Sudeste,4,Concluído
1604,338,2024-11-15,Site Próprio,RS,Rio Grande do Sul,Sul,6,Concluído
1605,517,2024-11-09,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
1606,437,2025-05-08,Marketplace,RJ,Rio de Janeiro,Sudeste,2,Concluído
1607,70,2025-04-18,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,3,Concluído
1608,30,2025-11-09,Site Próprio,RJ,Rio de Janeiro,Sudeste,1,Concluído
1609,554,2025-07-14,Site Próprio,RS,Rio Grande do Sul,Sul,5,Concluído
1610,387,2025-07-02,Site Próprio,SC,Santa Catarina,Sul,1,Concluído
1611,247,2025-01-01,Aplicativo,DF,Distrito Federal,Centro-Oeste,2,Concluído
1612,641,2024-12-20,Site Próprio,BA,Bahia,Nordeste,5,Concluído
1613,271,2025-11-13,Site Próprio,RJ,Rio de Janeiro,Sudeste,2,Concluído
1614,298,2025-09-21,Site Próprio,CE,Ceará,Nordeste,5,Concluído
1615,139,2024-07-16,Site Próprio,RS,Rio Grande do Sul,Sul,5,Concluído
1616,26,2025-05-22,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
1617,318,2024-11-11,Marketplace,PE,Pernambuco,Nordeste,6,Concluído
1618,230,2025-09-23,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
1619,65,2025-08-11,Marketplace,CE,Ceará,Nordeste,4,Concluído
1620,431,2025-12-07,Site Próprio,PR,Paraná,Sul,2,Concluído
1621,368,2025-06-15,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
1622,107,2025-02-22,Site Próprio,MG,Minas Gerais,Sudeste,1,Concluído
1623,455,2025-12-15,Marketplace,ES,Espírito Santo,Sudeste,4,Concluído
1624,440,2024-12-04,Marketplace,BA,Bahia,Nordeste,5,Concluído
1625,111,2025-06-20,Site Próprio,DF,Distrito Federal,Centro-Oeste,2,Cancelado
1626,556,2025-03-04,Marketplace,RS,Rio Grande do Sul,Sul,1,Concluído
1627,351,2025-10-19,Marketplace,MA,Maranhão,Nordeste,2,Concluído
1628,585,2024-10-01,Site Próprio,DF,Distrito Federal,Centro-Oeste,3,Concluído
1629,1,2025-12-12,Marketplace,SC,Santa Catarina,Sul,3,Concluído
1630,361,2024-06-15,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
1631,334,2025-11-13,Aplicativo,CE,Ceará,Nordeste,5,Concluído
1632,28,2025-06-11,Marketplace,ES,Espírito Santo,Sudeste,6,Concluído
1633,230,2025-06-12,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1634,383,2025-04-13,Marketplace,CE,Ceará,Nordeste,4,Concluído
1635,390,2025-11-17,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
1636,142,2025-09-02,Marketplace,RJ,Rio de Janeiro,Sudeste,6,Concluído
1637,361,2025-04-19,Marketplace,SP,São Paulo,Sudeste,3,Concluído
1638,83,2025-11-15,Site Próprio,DF,Distrito Federal,Centro-Oeste,3,Concluído
1639,404,2025-11-03,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
1640,526,2025-12-03,Site Próprio,SP,São Paulo,Sudeste,5,Cancelado
1641,392,2024-11-23,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
1642,244,2025-04-03,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
1643,494,2025-02-09,Site Próprio,MA,Maranhão,Nordeste,5,Concluído
1644,189,2024-11-25,Marketplace,SC,Santa Catarina,Sul,4,Concluído
1645,318,2024-06-01,Site Próprio,PE,Pernambuco,Nordeste,6,Concluído
1646,212,2025-12-13,Site Próprio,MG,Minas Gerais,Sudeste,5,Concluído
1647,44,2025-07-25,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
1648,606,2025-10-19,Marketplace,SP,São Paulo,Sudeste,2,Concluído
1649,362,2025-09-05,Marketplace,BA,Bahia,Nordeste,6,Concluído
1650,368,2024-08-21,Marketplace,SP,São Paulo,Sudeste,4,Concluído
1651,645,2025-11-17,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,2,Concluído
1652,326,2025-04-14,Site Próprio,PR,Paraná,Sul,4,Concluído
1653,578,2025-12-07,Marketplace,SP,São Paulo,Sudeste,3,Concluído
1654,454,2025-10-11,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
1655,490,2025-11-06,Aplicativo,SP,São Paulo,Sudeste,1,Concluído
1656,337,2025-11-13,Site Próprio,MG,Minas Gerais,Sudeste,4,Cancelado
1657,88,2024-07-26,Marketplace,BA,Bahia,Nordeste,1,Concluído
1658,588,2025-08-26,Site Próprio,PR,Paraná,Sul,5,Concluído
1659,548,2024-08-06,Site Próprio,MT,Mato Grosso,Centro-Oeste,5,Concluído
1660,387,2024-08-16,Marketplace,SC,Santa Catarina,Sul,3,Concluído
