pedido_id,item_id,cliente_id,produto_id,data_pedido,UF_Sigla,canal_venda,vendedor_id,quantidade,preco_unitario,desconto_percentual,custo_unitario,status_pedido
1699,3093,90,17,2024-11-16,RJ,Site Próprio,6,1,247.58,0.2775,127.08,Concluído
489,884,637,1,2025-04-05,SP,Marketplace,3,1,139.5,0.2618,91.78,Concluído
386,692,267,9,2024-09-20,SP,Site Próprio,2,2,143.42,0.167,108.49,Concluído
5,9,212,4,2025-08-02,MG,Marketplace,3,1,201.22,0.0993,160.15,Concluído
1019,1832,176,48,2024-05-04,GO,Site Próprio,5,1,199.61,0.0982,66.62,Concluído
1332,2414,463,15,2024-10-03,RJ,Site Próprio,4,2,50.56,0.0728,22.05,Concluído
496,899,332,35,2025-10-24,PR,Site Próprio,1,2,119.45,0.0352,79.44,Concluído
167,318,461,16,2025-10-03,MG,Site Próprio,2,1,214.68,0.0516,150.82,Concluído
1144,2061,608,3,2024-06-15,SP,Site Próprio,5,3,60.85,0.2293,26.91,Concluído
2018,3717,461,49,2025-02-19,MG,Site Próprio,5,2,131.25,0.0673,73.39,Concluído
1617,2941,318,48,2024-11-11,PE,Marketplace,6,1,169.67,0.0442,66.62,Concluído
2432,4480,71,36,2024-03-25,SP,Aplicativo,2,1,105.65,0.1711,66.1,Concluído
2574,4741,325,51,2025-11-10,RJ,Marketplace,1,1,306.97,0.1178,201.19,Cancelado
2580,4752,567,44,2025-12-08,RJ,Site Próprio,4,2,270.64,0.0944,119.7,Concluído
2381,4381,587,22,2025-06-19,RS,Aplicativo,4,1,216.84,0.0735,88.13,Concluído
2087,3845,76,42,2024-11-15,SC,Site Próprio,4,1,70.58,0.1056,37.56,Concluído
301,547,606,29,2025-10-01,SP,Aplicativo,4,1,123.22,0.181,78.75,Concluído
1970,3624,278,3,2025-04-04,BA,Site Próprio,4,1,60.85,0.0689,26.91,Concluído
1589,2883,371,46,2025-12-11,SP,Site Próprio,6,2,165.44,0.2095,81.26,Concluído
2238,4122,195,17,2024-11-02,SP,Marketplace,5,1,216.64,0.3585,127.08,Concluído
1318,2389,536,17,2025-05-11,SP,Site Próprio,2,1,137.55,0.3179,127.08,Concluído
1351,2448,337,12,2025-10-03,MG,Marketplace,6,3,396.16,0.0698,209.52,Cancelado
2489,4589,114,49,2024-11-13,PA,Site Próprio,4,1,143.75,0.0359,73.39,Concluído
904,1645,227,12,2025-11-27,SP,Site Próprio,5,1,466.07,0.1823,209.52,Concluído
2290,4224,579,5,2025-12-11,SP,Marketplace,1,1,259.51,,185.65,Concluído
1987,3653,380,16,2024-05-06,SP,Site Próprio,1,1,234.62,0.2064,150.82,Concluído
62,126,379,37,2024-12-16,PR,Site Próprio,6,1,82.83,0.0312,61.9,Concluído
2175,4009,526,51,2024-09-20,SP,Aplicativo,2,1,433.37,0.1905,201.19,Concluído
1677,3046,623,29,2025-05-24,SP,Marketplace,6,3,151.89,0.1888,78.75,Concluído
1136,2044,558,49,2025-12-26,PA,Marketplace,2,1,125.0,0.0737,73.39,Concluído
1726,3149,472,35,2024-11-25,SC,Marketplace,5,2,184.29,0.0643,79.44,Concluído
1109,2002,67,33,2025-01-27,MG,Site Próprio,1,1,196.62,0.05,122.16,Concluído
646,1158,412,46,2025-02-08,SP,Site Próprio,5,1,116.71,0.2026,81.26,Concluído
865,1570,638,17,2024-12-10,SC,Marketplace,4,1,152.83,0.1653,127.08,Concluído
2617,4819,251,38,2024-11-03,RJ,Marketplace,2,1,105.64,0.1354,48.05,Concluído
1393,2524,319,31,2025-04-24,MG,Marketplace,4,1,81.16,0.0638,39.52,Concluído
851,1545,416,5,2025-02-11,PR,Aplicativo,4,1,233.56,0.069,185.65,Concluído
646,1159,412,38,2025-02-08,SP,Site Próprio,5,1,78.25,0.2234,48.05,Concluído
2089,3849,520,36,2025-11-20,SP,Site Próprio,1,1,130.51,0.1811,66.1,Cancelado
781,1417,447,5,2025-11-08,RJ,Marketplace,5,1,173.01,0.0891,185.65,Concluído
995,1788,216,25,2024-05-11,RJ,Marketplace,2,1,35.91,0.1467,16.13,Concluído
2255,4159,12,24,2025-12-07,DF,Site Próprio,6,1,454.45,0.0273,217.31,Concluído
276,508,252,5,2025-09-11,RS,Site Próprio,3,3,233.56,0.0556,185.65,Concluído
1096,1980,545,44,2025-10-11,SC,Site Próprio,5,1,225.53,0.1043,119.7,Concluído
128,245,40,53,2025-06-15,BA,Site Próprio,3,1,318.47,0.0775,152.79,Concluído
651,1169,64,45,2025-06-21,RJ,Aplicativo,4,1,54.02,0.1114,39.57,Concluído
780,1416,122,31,2025-05-06,MS,Site Próprio,1,1,72.14,0.0857,39.52,Concluído
957,1727,457,20,2025-02-16,SP,Site Próprio,4,1,98.88,0.2282,55.18,Concluído
2397,4413,26,22,2025-12-16,SP,Site Próprio,3,1,252.98,0.2389,88.13,Concluído
1768,3232,362,38,2025-07-07,BA,Marketplace,5,1,126.77,0.0954,48.05,Concluído
1643,2985,494,38,2025-02-09,MA,Site Próprio,5,1,121.48,0.0806,48.05,Concluído
159,301,138,45,2025-09-25,MG,Site Próprio,2,1,56.72,0.0535,39.57,Concluído
940,1700,342,32,2024-11-18,RS,Site Próprio,3,1,312.66,0.1012,130.06,Concluído
1588,2881,519,34,2024-10-25,RJ,Site Próprio,1,1,78.34,0.1432,37.12,Concluído
2499,4607,288,9,2024-10-15,PR,Aplicativo,3,2,193.62,0.0339,108.49,Concluído
2626,4837,511,52,2025-12-15,BA,Site Próprio,4,3,219.54,0.0802,115.34,Concluído
2095,3859,385,22,2025-10-14,DF,Site Próprio,6,2,240.93,0.0341,88.13,Concluído
1834,3356,57,5,2025-02-24,RS,Site Próprio,6,1,233.56,0.1062,185.65,Concluído
478,863,518,5,2024-04-04,SP,Site Próprio,1,1,163.4,0.188,185.65,Concluído
2061,3793,319,31,2024-11-04,MG,Aplicativo,2,2,81.16,0.0628,39.52,Concluído
631,1141,580,14,2024-12-11,RS,Site Próprio,3,1,155.69,0.1061,105.23,Concluído
1081,1950,530,8,2025-03-02,SP,Site Próprio,3,1,53.48,0.1652,43.6,Cancelado
1151,2073,289,5,2025-12-13,MS,Marketplace,1,1,298.44,0.0449,185.65,Concluído
2306,4252,265,18,2025-08-09,PR,Marketplace,6,1,551.09,0.1015,173.9,Concluído
2318,4274,396,2,2025-09-20,SC,Site Próprio,3,1,322.53,0.0855,137.72,Concluído
1480,2698,557,15,2025-09-12,MS,Site Próprio,4,1,50.56,0.0676,22.05,Concluído
1473,2683,252,45,2025-12-10,RS,Marketplace,6,2,65.63,0.0653,39.57,Concluído
2055,3785,139,8,2025-12-16,RS,Site Próprio,2,1,75.51,0.0763,43.6,Cancelado
1577,2856,645,24,2025-08-17,MS,Site Próprio,2,1,286.14,0.0869,217.31,Concluído
1526,2769,413,20,2025-10-18,PE,Marketplace,1,1,84.76,0.0506,55.18,Concluído
215,397,377,7,2025-01-03,SP,Site Próprio,2,1,160.19,0.1746,103.55,Concluído
514,929,100,34,2025-03-13,SP,Site Próprio,3,1,61.44,0.2329,37.12,Concluído
1379,2499,274,53,2025-02-18,RJ,Site Próprio,6,2,318.47,0.1047,152.79,Concluído
146,282,107,8,2025-12-14,MG,Site Próprio,6,1,53.6,0.0414,43.6,Concluído
1946,3561,335,5,2025-12-06,SP,Site Próprio,5,1,233.56,0.1633,185.65,Concluído
408,737,446,48,2025-08-22,RS,Site Próprio,2,1,147.86,0.063,66.62,Concluído
1258,2272,375,46,2025-09-08,PR,Site Próprio,1,2,157.56,0.0504,81.26,Concluído
183,340,398,7,2025-11-25,CE,Site Próprio,4,1,139.6,0.0496,103.55,Concluído
2334,4302,504,36,2025-02-23,SP,Marketplace,2,1,130.51,0.2174,66.1,Concluído
251,462,99,5,2024-05-07,GO,Aplicativo,4,1,163.4,0.1041,185.65,Concluído
495,898,40,5,2025-11-23,BA,Site Próprio,4,3,259.51,0.0624,185.65,Concluído
1932,3542,40,23,2025-12-17,BA,Marketplace,4,1,76.98,0.2032,43.89,Concluído
91,179,272,5,2024-11-18,SC,Site Próprio,1,1,163.4,0.1078,185.65,Concluído
1831,3352,430,23,2025-12-14,PR,Site Próprio,6,1,59.87,0.2141,43.89,Concluído
2084,3838,61,10,2025-06-09,SP,Marketplace,4,1,214.68,0.1983,120.42,Concluído
1775,3245,478,29,2024-11-09,PR,Site Próprio,1,2,166.35,0.1069,78.75,Concluído
593,1068,227,8,2025-10-26,SP,Marketplace,6,2,62.92,,43.6,Concluído
445,803,492,29,2025-12-14,PR,Site Próprio,4,1,112.51,0.0796,78.75,Concluído
454,820,378,1,2025-12-26,RJ,Site Próprio,4,1,103.33,0.2224,91.78,Concluído
2249,4147,212,35,2025-05-06,MG,Site Próprio,6,1,153.58,0.0567,79.44,Concluído
1181,2125,475,21,2024-11-09,RJ,Aplicativo,2,1,126.96,0.0943,94.68,Concluído
109,207,224,35,2024-11-11,SC,Marketplace,5,1,138.22,0.0924,79.44,Concluído
581,1052,317,24,2025-10-22,SC,Site Próprio,3,3,353.46,0.0423,217.31,Concluído
246,452,113,12,2025-05-24,SP,Site Próprio,4,2,345.24,0.2172,209.52,Concluído
743,1342,614,10,2024-06-26,SP,Marketplace,3,1,202.75,0.1758,120.42,Concluído
1141,2054,370,6,2024-11-27,RJ,Site Próprio,6,1,68.37,0.1393,52.6,Concluído
520,940,288,11,2024-09-18,PR,Site Próprio,1,2,154.88,0.0916,139.55,Concluído
33,70,235,33,2025-12-25,RJ,Site Próprio,6,1,170.97,0.14,122.16,Concluído
1064,1920,386,46,2024-07-16,RJ,Marketplace,5,1,157.56,0.1496,81.26,Concluído
1358,2464,603,15,2025-11-15,RS,Site Próprio,4,1,40.93,0.0457,22.05,Concluído
1241,2245,214,22,2024-10-11,PR,Site Próprio,6,3,277.07,0.1068,88.13,Concluído
2497,4602,80,31,2024-08-02,CE,Site Próprio,6,1,73.05,,39.52,Cancelado
706,1272,360,6,2024-12-20,CE,Marketplace,4,1,68.37,0.0443,52.6,Concluído
736,1326,283,8,2025-09-16,PR,Aplicativo,3,1,66.07,0.05,43.6,Concluído
314,572,292,34,2025-11-23,SP,Marketplace,1,1,78.34,0.1686,37.12,Concluído
59,119,48,6,2025-06-05,SP,Site Próprio,3,2,56.27,0.1681,52.6,Cancelado
1806,3303,531,5,2025-11-21,SP,Site Próprio,2,2,259.51,0.2262,185.65,Concluído
1774,3241,26,6,2025-11-13,SP,Site Próprio,1,1,79.76,0.2245,52.6,Concluído
2624,4832,265,6,2025-04-16,PR,Site Próprio,2,1,64.57,0.0675,52.6,Concluído
1264,2290,232,27,2025-11-09,SP,Marketplace,2,1,201.56,0.1856,88.49,Concluído
476,859,141,24,2024-05-14,SP,Marketplace,3,1,302.97,0.1664,217.31,Concluído
983,1768,571,35,2025-09-23,SC,Aplicativo,2,1,161.25,0.0797,79.44,Concluído
1996,3672,316,5,2025-10-27,MA,Site Próprio,3,1,163.4,0.0403,185.65,Concluído
155,297,367,23,2025-01-16,RJ,Site Próprio,2,1,48.47,0.2011,43.89,Concluído
2107,3880,383,49,2025-11-17,CE,Marketplace,5,1,131.25,0.0596,73.39,Concluído
145,277,586,42,2024-05-07,RJ,Site Próprio,6,2,52.28,0.1144,37.56,Concluído
750,1359,20,44,2024-09-19,SP,Site Próprio,4,1,236.81,0.1724,119.7,Concluído
942,1702,251,21,2025-04-08,RJ,Aplicativo,3,1,126.96,0.1459,94.68,Concluído
1960,3593,114,1,2025-11-04,PA,Site Próprio,5,1,188.74,0.179,91.78,Concluído
551,1001,313,8,2025-05-14,SP,Aplicativo,6,1,39.62,0.1616,43.6,Concluído
1003,1802,457,17,2025-05-19,SP,Site Próprio,6,1,216.64,0.3037,127.08,Concluído
1689,3072,623,53,2025-05-18,SP,Marketplace,1,1,334.39,0.2207,152.79,Concluído
1399,2535,247,18,2025-05-14,DF,Site Próprio,1,2,551.09,0.0729,173.9,Concluído
1689,3071,623,6,2025-05-18,SP,Marketplace,1,1,79.76,0.2251,52.6,Concluído
672,1213,370,17,2025-04-22,RJ,Site Próprio,2,2,137.55,0.1891,127.08,Concluído
2548,4690,641,53,2025-05-18,BA,Aplicativo,3,3,270.7,0.0534,152.79,Concluído
102,194,294,8,2025-10-11,SP,Site Próprio,3,1,56.63,0.2241,43.6,Concluído
1571,2843,345,9,2025-10-20,MG,Marketplace,5,1,205.01,,108.49,Concluído
269,496,388,13,2024-11-15,SP,Site Próprio,3,1,84.35,0.1805,77.45,Concluído
972,1750,28,8,2025-02-04,ES,Aplicativo,3,1,72.36,0.0548,43.6,Concluído
2239,4123,623,49,2025-03-03,SP,Marketplace,6,3,131.25,0.1804,73.39,Concluído
2034,3749,204,32,2024-02-02,SP,Site Próprio,3,1,285.47,0.1978,130.06,Concluído
1163,2092,303,9,2024-05-14,SC,Marketplace,3,1,193.62,0.0775,108.49,Concluído
652,1170,107,21,2025-10-24,MG,Site Próprio,3,1,197.11,0.0403,94.68,Concluído
698,1256,139,3,2024-04-05,RS,Marketplace,3,1,69.55,0.0356,26.91,Cancelado
2261,4172,102,38,2024-12-05,SC,Marketplace,5,2,105.64,0.0505,48.05,Concluído
2291,4226,171,32,2025-12-07,SP,Site Próprio,4,1,231.1,0.23,130.06,Concluído
727,1309,551,42,2024-09-03,SP,Aplicativo,1,1,49.79,0.182,37.56,Concluído
1952,3571,261,46,2025-07-10,MG,Site Próprio,6,1,133.92,0.0346,81.26,Concluído
1413,2569,640,51,2025-05-22,SP,Site Próprio,2,1,325.02,0.2278,201.19,Concluído
2022,3726,463,5,2025-04-26,RJ,Site Próprio,5,1,272.49,0.1155,185.65,Cancelado
1486,2706,365,27,2024-06-14,RJ,Site Próprio,6,3,192.75,0.1158,88.49,Cancelado
68,136,38,16,2024-10-07,BA,Site Próprio,2,2,214.68,0.1054,150.82,Concluído
541,978,341,45,2025-06-23,MG,Site Próprio,3,2,62.12,0.0957,39.57,Concluído
2101,3869,326,21,2024-06-15,PR,Marketplace,1,1,145.69,0.1023,94.68,Concluído
1796,3285,526,23,2025-06-11,SP,Site Próprio,4,1,92.37,0.2955,43.89,Cancelado
1523,2762,222,8,2025-12-16,SP,Marketplace,2,1,56.63,0.188,43.6,Concluído
2043,3763,523,11,2024-12-04,SP,Marketplace,3,1,245.98,0.1785,139.55,Concluído
1928,3536,292,41,2025-10-13,SP,Site Próprio,3,1,333.7,0.164,180.53,Concluído
2545,4686,119,5,2025-08-07,CE,Site Próprio,5,2,220.58,0.0824,185.65,Cancelado
1903,3492,196,17,2025-06-27,SP,Marketplace,5,1,247.58,0.3259,127.08,Concluído
1142,2056,597,5,2024-12-11,SP,Aplicativo,3,1,233.56,0.1955,185.65,Concluído
1338,2423,159,42,2025-06-04,MG,Marketplace,2,1,57.13,,37.56,Concluído
1750,3191,542,22,2024-07-20,RJ,Aplicativo,2,1,240.93,0.1164,88.13,Concluído
416,755,350,23,2024-11-15,PR,Site Próprio,1,1,51.32,0.1981,43.89,Concluído
1817,3324,572,29,2025-03-01,MG,Marketplace,6,1,173.58,0.0902,78.75,Concluído
2288,4220,632,5,2025-03-09,SP,Site Próprio,4,2,298.44,0.1789,185.65,Concluído
464,837,66,38,2025-05-18,SP,Marketplace,2,3,78.25,0.224,48.05,Concluído
1263,2289,418,30,2025-12-26,SP,Site Próprio,2,1,198.93,0.1821,145.7,Concluído
2079,3824,532,12,2024-11-10,SP,Site Próprio,6,1,396.16,0.2262,209.52,Concluído
537,972,356,15,2025-11-21,RJ,Marketplace,6,1,48.15,0.1218,22.05,Concluído
761,1380,517,35,2025-04-07,SP,Marketplace,6,1,153.58,0.1748,79.44,Concluído
301,546,606,7,2025-10-01,SP,Aplicativo,4,1,160.54,0.1672,103.55,Concluído
281,516,292,20,2025-11-16,SP,Aplicativo,6,1,59.3,0.1976,55.18,Concluído
195,362,42,17,2025-03-18,RJ,Site Próprio,3,1,129.91,0.229,127.08,Concluído
1602,2910,402,12,2024-12-13,RS,Site Próprio,2,1,466.07,0.0442,209.52,Cancelado
1507,2736,607,1,2024-06-21,RJ,Site Próprio,2,1,196.94,0.2518,91.78,Concluído
1896,3475,102,5,2024-09-12,SC,Site Próprio,6,1,259.51,0.0329,185.65,Concluído
2287,4219,368,25,2025-11-02,SP,Site Próprio,6,1,35.91,0.1839,16.13,Concluído
1716,3127,487,36,2025-11-08,PR,Site Próprio,3,1,124.29,0.0406,66.1,Concluído
714,1286,53,5,2025-12-17,PR,Site Próprio,6,1,173.01,0.0386,185.65,Concluído
1740,3175,463,23,2025-11-18,RJ,Site Próprio,4,1,80.83,0.2262,43.89,Cancelado
2399,4416,485,5,2025-04-12,RS,Site Próprio,2,2,259.51,0.0656,185.65,Concluído
1330,2411,212,9,2024-12-24,MG,Aplicativo,3,1,227.79,0.0627,108.49,Concluído
1032,1860,83,5,2024-06-07,DF,Site Próprio,6,1,233.56,0.026,185.65,Concluído
140,269,70,32,2025-06-17,MS,Site Próprio,6,1,241.67,0.1064,130.06,Concluído
115,215,585,8,2025-10-17,DF,Aplicativo,5,1,72.36,0.0645,43.6,Concluído
1282,2322,229,35,2024-09-25,MS,Marketplace,5,1,130.54,0.054,79.44,Cancelado
1451,2646,178,47,2024-12-23,SP,Marketplace,5,1,179.63,0.1729,89.54,Concluído
640,1152,144,6,2025-12-02,SP,Aplicativo,3,1,47.83,0.238,52.6,Concluído
1443,2632,399,46,2025-11-07,SC,Site Próprio,5,1,141.8,0.0614,81.26,Concluído
431,779,2,5,2025-02-03,RS,Site Próprio,3,1,259.51,0.0596,185.65,Concluído
1348,2444,613,31,2024-07-07,PR,Site Próprio,3,1,93.34,0.0581,39.52,Concluído
120,228,199,6,2025-10-13,SP,Site Próprio,3,2,47.83,0.2185,52.6,Concluído
1441,2627,429,37,2025-03-17,RJ,Site Próprio,1,1,127.8,0.0976,61.9,Concluído
356,644,596,12,2025-11-17,BA,Site Próprio,3,2,345.24,0.071,209.52,Concluído
828,1505,573,6,2024-11-18,MG,Site Próprio,6,2,75.96,0.0624,52.6,Concluído
1401,2538,538,23,2024-06-03,RJ,Marketplace,6,3,80.83,0.224,43.89,Concluído
2261,4171,102,45,2024-12-05,SC,Marketplace,5,1,72.93,0.0767,39.57,Concluído
2377,4372,145,12,2025-12-02,RS,Marketplace,3,1,396.16,0.0497,209.52,Concluído
2289,4222,438,53,2025-08-11,MG,Site Próprio,6,1,334.39,0.0327,152.79,Concluído
1393,2523,319,14,2025-04-24,MG,Marketplace,4,1,183.17,0.0304,105.23,Concluído
1562,2826,440,1,2024-08-08,BA,Site Próprio,6,1,172.33,0.2022,91.78,Concluído
1622,2948,107,7,2025-02-22,MG,Site Próprio,1,1,216.73,0.0548,103.55,Concluído
1276,2308,232,32,2025-06-21,SP,Site Próprio,6,1,326.25,0.1809,130.06,Concluído
1385,2509,30,21,2025-09-16,RJ,Marketplace,2,1,197.11,0.137,94.68,Concluído
960,1732,280,5,2025-09-23,GO,Aplicativo,3,1,220.58,0.0616,185.65,Concluído
2068,3804,635,29,2025-04-24,MG,Aplicativo,2,3,151.89,0.1083,78.75,Concluído
833,1512,390,50,2024-12-09,SP,Marketplace,1,1,211.9,0.2298,118.05,Concluído
556,1011,446,45,2025-12-15,RS,Marketplace,1,2,72.93,0.0569,39.57,Concluído
1682,3053,628,21,2024-03-19,CE,Site Próprio,2,1,126.96,0.1043,94.68,Concluído
2128,3919,429,22,2025-04-23,RJ,Site Próprio,4,2,289.12,0.1109,88.13,Concluído
1266,2297,203,6,2025-12-03,MG,Site Próprio,6,1,59.08,0.0453,52.6,Concluído
1649,2995,362,23,2025-09-05,BA,Marketplace,6,2,92.37,,43.89,Concluído
1693,3078,223,5,2024-10-07,GO,Site Próprio,4,1,233.56,0.0988,185.65,Concluído
2634,4855,322,6,2025-03-06,CE,Site Próprio,1,1,79.76,0.0391,52.6,Concluído
499,903,599,5,2024-07-03,SC,Marketplace,5,1,298.44,0.0838,185.65,Concluído
875,1586,543,41,2025-12-27,DF,Marketplace,2,2,290.81,0.0624,180.53,Concluído
1837,3362,16,20,2025-12-11,RS,Marketplace,5,1,59.3,0.071,55.18,Concluído
1696,3086,500,12,2024-05-07,MG,Marketplace,2,2,419.47,0.0372,209.52,Concluído
1103,1991,461,46,2025-06-14,MG,Marketplace,3,1,165.44,0.1025,81.26,Concluído
2557,4710,560,3,2025-11-08,SP,Site Próprio,6,2,52.16,0.1886,26.91,Concluído
39,80,525,14,2024-03-15,RS,Site Próprio,2,1,135.68,0.1079,105.23,Concluído
767,1390,278,8,2025-12-14,BA,Site Próprio,2,1,66.07,0.064,43.6,Concluído
2416,4448,214,49,2025-05-03,PR,Site Próprio,6,1,143.75,0.0981,73.39,Concluído
1980,3641,225,53,2025-10-27,RJ,Marketplace,4,1,270.7,0.1476,152.79,Concluído
626,1131,30,36,2025-11-22,RJ,Site Próprio,6,1,105.88,0.0944,66.1,Concluído
470,848,73,50,2024-12-09,SP,Marketplace,4,2,242.17,0.2323,118.05,Concluído
1167,2098,127,46,2024-12-15,SP,Marketplace,3,1,105.04,0.1693,81.26,Concluído
1935,3547,478,5,2025-06-04,PR,Site Próprio,3,1,298.44,0.1062,185.65,Concluído
1197,2154,118,45,2024-12-12,RS,Marketplace,2,2,65.63,0.1003,39.57,Concluído
2298,4239,601,5,2024-12-23,BA,Site Próprio,3,3,220.58,0.0327,185.65,Concluído
2083,3833,475,53,2025-12-03,RJ,Site Próprio,4,1,318.47,0.1286,152.79,Concluído
1216,2194,190,5,2025-12-19,SP,Marketplace,2,2,272.49,0.1743,185.65,Concluído
1502,2729,523,7,2025-12-14,SP,Site Próprio,4,1,188.46,0.1719,103.55,Concluído
809,1466,92,44,2024-06-23,RS,Aplicativo,6,1,191.7,0.0345,119.7,Concluído
1095,1979,625,48,2025-12-24,MG,Aplicativo,6,3,133.07,0.0939,66.62,Cancelado
242,443,570,1,2025-12-05,SP,Marketplace,3,1,103.33,0.2837,91.78,Concluído
1626,2956,556,25,2025-03-04,RS,Marketplace,1,1,34.2,0.1066,16.13,Concluído
518,936,340,39,2025-11-08,BA,Marketplace,5,1,442.41,0.1085,144.85,Concluído
1577,2857,645,17,2025-08-17,MS,Site Próprio,2,1,129.91,0.1702,127.08,Concluído
1813,3315,416,14,2025-01-15,PR,Site Próprio,5,2,164.85,0.0957,105.23,Concluído
657,1182,557,12,2025-10-26,MS,Site Próprio,2,1,362.5,0.0708,209.52,Concluído
1876,3440,52,39,2025-10-06,SP,Site Próprio,6,2,598.55,0.166,144.85,Concluído
1599,2905,503,45,2025-02-13,CE,Site Próprio,6,1,45.92,0.0444,39.57,Concluído
2516,4644,314,36,2025-12-27,BA,Marketplace,6,1,111.87,0.0321,66.1,Concluído
501,908,261,1,2025-05-22,MG,Marketplace,6,2,103.33,0.1768,91.78,Concluído
123,235,479,41,2024-05-20,SP,Site Próprio,4,1,412.22,0.187,180.53,Concluído
75,150,569,45,2025-08-25,MG,Site Próprio,6,1,62.12,0.061,39.57,Concluído
2590,4767,579,3,2025-01-02,SP,Site Próprio,3,1,57.96,0.1818,26.91,Concluído
93,181,223,41,2025-11-18,GO,Marketplace,5,1,261.73,0.0704,180.53,Concluído
2076,3818,323,25,2025-05-14,MG,Marketplace,5,2,29.07,0.0931,16.13,Concluído
1245,2253,23,13,2025-04-18,SP,Marketplace,2,1,154.07,,77.45,Concluído
145,279,586,13,2024-05-07,RJ,Site Próprio,6,2,104.2,0.1179,77.45,Concluído
2509,4629,531,18,2025-11-13,SP,Aplicativo,6,3,648.34,0.1939,173.9,Concluído
553,1006,166,30,2025-12-25,RJ,Marketplace,6,1,198.93,0.0833,145.7,Concluído
1556,2818,559,5,2024-08-05,SC,Site Próprio,5,1,272.49,0.0425,185.65,Concluído
2402,4420,331,42,2025-06-17,CE,Site Próprio,6,1,70.58,0.0434,37.56,Concluído
12,27,405,3,2024-11-17,SP,Site Próprio,2,1,51.52,0.197,26.91,Concluído
2450,4513,557,13,2024-10-21,MS,Marketplace,1,1,140.67,0.0316,77.45,Concluído
321,583,463,20,2024-05-13,RJ,Aplicativo,5,2,73.25,0.1213,55.18,Concluído
962,1737,110,45,2025-11-10,SP,Marketplace,2,1,61.99,0.2102,39.57,Concluído
1402,2541,473,31,2025-04-15,SP,Marketplace,2,1,68.99,0.1746,39.52,Concluído
985,1775,196,5,2025-10-18,SP,Site Próprio,6,1,311.41,0.2129,185.65,Concluído
808,1464,274,46,2025-11-17,RJ,Site Próprio,4,1,116.71,0.1094,81.26,Concluído
787,1429,139,21,2024-09-19,RS,Marketplace,4,1,205.68,0.0557,94.68,Concluído
1883,3453,370,50,2024-04-12,RJ,Site Próprio,2,1,181.63,0.1321,118.05,Concluído
2014,3711,546,27,2024-10-20,SP,Site Próprio,3,1,192.75,0.1839,88.49,Concluído
2174,4007,626,21,2025-05-19,RS,Site Próprio,4,1,154.26,0.0402,94.68,Concluído
1459,2658,125,2,2025-11-12,MA,Site Próprio,1,2,412.13,0.0603,137.72,Concluído
1411,2566,331,45,2025-11-19,CE,Marketplace,5,1,56.72,0.0377,39.57,Concluído
274,505,189,46,2024-12-23,SC,Site Próprio,6,2,157.56,0.0341,81.26,Concluído
28,58,535,21,2025-08-05,PE,Marketplace,5,1,107.92,0.0626,94.68,Concluído
950,1713,371,21,2025-08-07,SP,Site Próprio,5,2,133.31,0.1841,94.68,Concluído
1793,3279,80,22,2024-09-16,CE,Site Próprio,1,1,216.84,0.0967,88.13,Concluído
2100,3867,459,35,2025-12-12,SP,Site Próprio,5,1,138.22,0.1683,79.44,Concluído
2602,4788,5,43,2025-01-21,SP,Site Próprio,6,1,392.82,0.1934,182.69,Concluído
1213,2186,583,32,2025-08-17,SP,Site Próprio,5,1,312.66,,130.06,Concluído
1696,3085,500,44,2024-05-07,MG,Marketplace,2,1,202.98,0.0657,119.7,Concluído
2241,4127,392,28,2025-01-16,SP,Marketplace,2,1,302.07,0.2294,142.78,Concluído
801,1454,2,13,2025-07-17,RS,Site Próprio,2,2,133.97,0.0766,77.45,Concluído
1963,3601,107,35,2024-08-13,MG,Marketplace,4,3,176.61,0.0971,79.44,Concluído
408,739,446,1,2025-08-22,RS,Site Próprio,2,3,121.57,0.1988,91.78,Concluído
2244,4137,361,5,2024-11-15,SP,Marketplace,1,1,311.41,,185.65,Concluído
813,1475,70,6,2025-03-12,MS,Marketplace,2,1,91.16,0.038,52.6,Concluído
865,1569,638,35,2024-12-10,SC,Marketplace,4,3,113.76,0.059,79.44,Concluído
1019,1833,176,4,2024-05-04,GO,Site Próprio,5,1,271.65,0.0621,160.15,Concluído
1592,2893,321,16,2025-05-27,SP,Site Próprio,2,1,331.23,0.2139,150.82,Cancelado
566,1024,387,6,2025-02-16,SC,Site Próprio,4,2,64.57,0.0791,52.6,Concluído
877,1590,82,25,2024-11-25,MG,Site Próprio,4,2,35.91,0.0528,16.13,Concluído
1908,3504,178,48,2025-11-17,SP,Site Próprio,5,1,179.65,0.1624,66.62,Concluído
1142,2058,597,18,2024-12-11,SP,Aplicativo,3,3,583.5,,173.9,Concluído
1363,2471,330,21,2025-06-11,BA,Site Próprio,6,2,171.4,0.0551,94.68,Concluído
870,1580,485,46,2024-06-17,RS,Site Próprio,2,1,157.56,0.0435,81.26,Cancelado
1924,3528,630,8,2025-11-14,SP,Site Próprio,3,1,66.07,0.2281,43.6,Concluído
2271,4187,472,13,2024-12-15,SC,Site Próprio,4,1,160.77,0.0634,77.45,Concluído
2328,4290,342,25,2025-09-05,RS,Site Próprio,2,2,39.32,0.0743,16.13,Concluído
185,347,569,13,2024-12-05,MG,Site Próprio,5,2,154.07,0.0591,77.45,Concluído
274,503,189,32,2024-12-23,SC,Site Próprio,6,1,271.88,0.0716,130.06,Concluído
