ID_Pedido,ID_Item,ID_Cliente,ID_Produto,Estado_Extenso,Canal,ID_Vendedor,Qtd,Preco_Unit,Custo_Unit,Status,Data_Venda_BR,Desconto_Reais
440,798,258,7,São Paulo,Site Próprio,2,2,146.58,103.55,Concluído,14/09/2024,47.64
1703,3099,558,28,Pará,Site Próprio,2,1,262.67,142.78,Concluído,17/04/2025,24.64
2625,4833,151,40,Paraná,Marketplace,3,2,98.32,53.25,Concluído,21/09/2024,19.33
2367,4356,523,20,São Paulo,Marketplace,6,1,94.18,55.18,Concluído,27/11/2024,20.37
1122,2024,251,6,Rio de Janeiro,Site Próprio,4,1,75.96,52.6,Concluído,07/12/2025,10.44
90,178,635,52,Minas Gerais,Marketplace,2,2,271.2,115.34,Concluído,13/07/2024,56.95
527,954,573,10,Minas Gerais,Marketplace,5,1,176.69,120.42,Cancelado,22/06/2025,8.16
1872,3429,628,8,Ceará,Site Próprio,1,2,62.92,43.6,Concluído,10/04/2025,8.43
1189,2140,579,35,São Paulo,Marketplace,3,1,153.58,79.44,Concluído,02/05/2025,33.13
667,1201,644,41,Pernambuco,Marketplace,6,2,353.33,180.53,Concluído,24/11/2024,50.53
2275,4196,645,13,Mato Grosso do Sul,Site Próprio,1,1,113.88,77.45,Concluído,18/09/2025,10.48
1606,2916,437,6,Rio de Janeiro,Marketplace,2,3,91.16,52.6,Concluído,08/05/2025,21.44
2006,3693,26,46,São Paulo,Site Próprio,2,1,165.44,81.26,Concluído,07/03/2024,31.52
1270,2301,569,8,Minas Gerais,Site Próprio,5,1,72.36,43.6,Concluído,04/05/2025,4.92
976,1757,579,35,São Paulo,Site Próprio,5,1,153.58,79.44,Concluído,08/09/2025,34.74
1901,3487,82,5,Minas Gerais,Site Próprio,3,1,272.49,185.65,Concluído,10/05/2025,22.13
1432,2607,436,3,Maranhão,Marketplace,2,1,49.26,26.91,Concluído,11/01/2025,2.7
869,1578,414,44,Rio Grande do Sul,Aplicativo,3,1,175.41,119.7,Concluído,16/12/2025,7.54
1496,2720,546,46,São Paulo,Site Próprio,3,1,133.92,81.26,Concluído,20/11/2024,31.44
1240,2242,463,36,Rio de Janeiro,Aplicativo,6,3,130.51,66.1,Concluído,27/06/2025,49.22
1069,1929,277,18,Rio de Janeiro,Marketplace,3,1,408.21,173.9,Concluído,10/11/2024,53.52
1531,2775,461,49,Minas Gerais,Aplicativo,2,2,131.25,73.39,Concluído,10/11/2025,25.86
830,1508,333,3,Santa Catarina,Site Próprio,6,1,49.26,26.91,Concluído,01/11/2024,2.69
824,1498,119,14,Ceará,Aplicativo,4,2,155.69,105.23,Concluído,16/11/2025,21.61
1265,2293,268,42,São Paulo,Site Próprio,2,1,67.22,37.56,Concluído,03/07/2025,14.82
1377,2494,263,43,São Paulo,Site Próprio,6,1,333.9,182.69,Concluído,12/10/2025,56.96
2233,4115,620,38,São Paulo,Marketplace,6,1,126.77,48.05,Concluído,06/11/2024,29.55
296,539,364,5,Goiás,Site Próprio,6,3,192.23,185.65,Concluído,21/10/2025,55.36
739,1331,24,37,Distrito Federal,Site Próprio,4,1,106.5,61.9,Concluído,20/12/2025,8.2
1272,2304,635,26,Minas Gerais,Marketplace,6,2,360.99,164.45,Concluído,21/06/2025,65.56
1380,2500,125,49,Maranhão,Marketplace,1,3,143.75,73.39,Concluído,14/05/2025,36.61
886,1613,374,32,São Paulo,Marketplace,6,2,244.69,130.06,Concluído,23/08/2025,115.2
819,1489,10,16,Pernambuco,Marketplace,5,1,276.02,150.82,Cancelado,20/11/2025,19.85
1120,2019,319,22,Minas Gerais,Site Próprio,3,2,240.93,88.13,Concluído,01/12/2024,50.07
968,1745,284,23,São Paulo,Aplicativo,1,2,51.32,43.89,Concluído,18/10/2025,29.62
2612,4808,315,3,Mato Grosso do Sul,Marketplace,1,1,69.55,26.91,Concluído,21/11/2025,7.28
2256,4160,116,9,Paraná,Site Próprio,3,1,193.62,108.49,Concluído,02/11/2025,8.19
2587,4761,91,3,São Paulo,Marketplace,1,1,49.26,26.91,Concluído,16/02/2025,8.28
60,121,637,16,São Paulo,Marketplace,5,1,173.79,150.82,Concluído,05/12/2025,30.66
2177,4014,592,16,Minas Gerais,Site Próprio,6,1,276.02,150.82,Concluído,14/11/2024,9.3
2584,4757,639,8,Distrito Federal,Aplicativo,6,1,75.51,43.6,Cancelado,08/11/2025,3.07
524,949,114,46,Pará,Site Próprio,1,1,134.22,81.26,Concluído,10/12/2025,14.6
277,511,244,1,São Paulo,Site Próprio,4,2,103.33,91.78,Concluído,24/03/2024,69.29
769,1394,380,49,São Paulo,Site Próprio,5,2,106.25,73.39,Concluído,10/10/2024,42.31
831,1509,43,47,São Paulo,Aplicativo,1,2,179.63,89.54,Concluído,16/05/2024,74.15
2007,3694,382,22,São Paulo,Site Próprio,6,1,178.47,88.13,Concluído,25/11/2025,39.39
2279,4202,178,5,São Paulo,Marketplace,5,1,233.56,185.65,Concluído,20/06/2024,45.38
739,1332,24,50,Distrito Federal,Site Próprio,4,1,201.81,118.05,Concluído,20/12/2025,12.75
727,1310,551,13,São Paulo,Aplicativo,1,1,99.24,77.45,Concluído,03/09/2024,23.62
2468,4546,642,6,Rio de Janeiro,Site Próprio,2,1,91.16,52.6,Concluído,25/12/2025,9.65
1638,2974,83,1,Distrito Federal,Site Próprio,3,1,147.71,91.78,Concluído,15/11/2025,28.54
2603,4790,1,52,Santa Catarina,Site Próprio,4,1,232.45,115.34,Concluído,23/11/2025,10.99
2004,3689,41,34,Bahia,Site Próprio,6,2,110.6,37.12,Concluído,01/04/2025,14.78
2023,3728,385,35,Distrito Federal,Marketplace,1,1,153.58,79.44,Concluído,01/10/2025,14.82
2122,3909,42,14,Rio de Janeiro,Aplicativo,6,1,155.69,105.23,Concluído,24/05/2024,13.65
1554,2813,615,46,São Paulo,Site Próprio,3,1,189.07,81.26,Concluído,27/06/2025,31.67
1402,2540,473,51,São Paulo,Marketplace,2,1,306.97,201.19,Concluído,15/04/2025,55.72
1465,2670,32,4,Ceará,Marketplace,4,1,244.48,160.15,Concluído,08/12/2025,26.48
2141,3940,149,40,São Paulo,Site Próprio,5,1,98.32,53.25,Concluído,02/12/2024,23.05
1972,3627,530,27,São Paulo,Site Próprio,5,2,192.75,88.49,Concluído,01/05/2024,65.3
2172,4003,12,31,Distrito Federal,Site Próprio,5,1,81.16,39.52,Concluído,09/05/2024,3.04
2183,4025,355,5,São Paulo,Marketplace,4,1,233.56,185.65,Concluído,03/01/2025,45.54
2366,4355,406,4,São Paulo,Site Próprio,3,1,325.98,160.15,Concluído,26/10/2024,62.78
369,664,14,36,Distrito Federal,Marketplace,2,1,96.67,66.1,Concluído,24/04/2025,6.9
1560,2823,214,29,Paraná,Marketplace,1,2,166.35,78.75,Concluído,11/12/2024,31.71
316,574,326,6,Paraná,Site Próprio,6,2,64.57,52.6,Concluído,13/05/2024,4.18
389,697,95,5,Amazonas,Aplicativo,3,2,173.01,185.65,Concluído,17/11/2025,33.25
1985,3649,133,25,Rio de Janeiro,Marketplace,5,3,29.07,16.13,Concluído,16/11/2024,12.03
2464,4541,615,35,São Paulo,Aplicativo,2,1,184.29,79.44,Concluído,09/11/2025,36.82
2349,4332,270,21,Santa Catarina,Site Próprio,4,2,145.69,94.68,Concluído,10/03/2024,20.8
1738,3170,295,34,Bahia,Aplicativo,3,1,82.95,37.12,Concluído,05/10/2025,6.98
2089,3848,520,48,São Paulo,Site Próprio,1,3,209.59,66.62,Cancelado,20/11/2025,123.18
594,1072,219,1,Goiás,Site Próprio,6,1,145.88,91.78,Concluído,21/07/2024,24.61
2076,3819,323,24,Minas Gerais,Marketplace,5,1,386.28,217.31,Concluído,14/05/2025,12.86
1214,2188,548,4,Mato Grosso,Site Próprio,3,1,285.23,160.15,Concluído,16/04/2024,22.3
2099,3863,133,22,Rio de Janeiro,Marketplace,2,3,204.79,88.13,Concluído,07/05/2025,67.58
1138,2046,514,1,Mato Grosso do Sul,Site Próprio,1,2,121.57,91.78,Concluído,24/11/2024,52.13
147,283,35,6,Amazonas,Site Próprio,1,1,47.83,52.6,Concluído,03/08/2024,1.46
135,259,167,33,São Paulo,Marketplace,4,1,170.97,122.16,Concluído,13/07/2025,38.25
1464,2665,96,5,Pernambuco,Site Próprio,5,3,298.44,185.65,Concluído,09/03/2025,77.0
1009,1812,450,5,Minas Gerais,Marketplace,2,2,259.51,185.65,Concluído,17/07/2025,42.82
999,1798,300,17,Bahia,Site Próprio,3,1,185.69,127.08,Concluído,04/02/2024,39.16
2234,4116,475,5,Rio de Janeiro,Marketplace,2,1,259.51,185.65,Cancelado,21/03/2025,20.5
1770,3234,557,5,Mato Grosso do Sul,Marketplace,1,1,272.49,185.65,Concluído,21/12/2025,15.59
405,726,145,23,Rio Grande do Sul,Site Próprio,2,1,48.47,43.89,Concluído,19/05/2024,7.05
900,1637,147,30,São Paulo,Marketplace,6,1,268.55,145.7,Cancelado,26/09/2025,61.85
1607,2919,70,38,Mato Grosso do Sul,Site Próprio,3,1,126.77,48.05,Concluído,18/04/2025,6.74
377,678,10,40,Pernambuco,Site Próprio,2,1,115.67,53.25,Concluído,20/11/2025,12.02
2079,3827,532,14,São Paulo,Site Próprio,6,1,155.69,105.23,Concluído,10/11/2024,29.22
641,1153,571,53,Santa Catarina,Marketplace,2,1,247.7,152.79,Concluído,05/07/2025,16.74
745,1347,560,41,São Paulo,Site Próprio,3,1,353.33,180.53,Concluído,23/05/2025,58.79
26,56,40,30,Bahia,Site Próprio,2,1,234.03,145.7,Concluído,09/07/2024,9.55
2080,3828,395,25,Rio de Janeiro,Site Próprio,4,3,41.03,16.13,Concluído,19/06/2025,18.37
457,826,444,49,Rio de Janeiro,Marketplace,2,1,83.33,73.39,Concluído,19/12/2024,8.1
778,1412,394,36,São Paulo,Site Próprio,6,1,105.65,66.1,Concluído,03/09/2025,21.32
851,1547,416,10,Paraná,Aplicativo,4,3,214.68,120.42,Concluído,11/02/2025,21.45
1823,3337,202,23,São Paulo,Site Próprio,6,1,80.83,43.89,Concluído,07/08/2024,25.59
1226,2215,589,12,São Paulo,Site Próprio,2,2,489.38,209.52,Concluído,11/12/2025,233.43
42,86,343,4,Espírito Santo,Aplicativo,2,1,211.28,160.15,Concluído,21/05/2024,11.45
1608,2921,30,8,Rio de Janeiro,Site Próprio,1,3,72.36,43.6,Concluído,09/11/2025,22.23
751,1362,125,23,Maranhão,Marketplace,6,2,88.52,43.89,Concluído,06/06/2025,24.2
1614,2936,298,42,Ceará,Site Próprio,5,2,67.22,37.56,Concluído,21/09/2025,11.87
492,889,308,8,Bahia,Marketplace,3,1,53.48,43.6,Concluído,20/07/2024,4.73
1626,2955,556,8,Rio Grande do Sul,Marketplace,1,1,62.92,43.6,Concluído,04/03/2025,6.68
933,1688,356,12,Rio de Janeiro,Site Próprio,2,1,466.07,209.52,Concluído,05/06/2025,36.26
1014,1820,421,5,Espírito Santo,Site Próprio,5,1,233.56,185.65,Concluído,14/02/2025,25.5
1092,1973,344,10,São Paulo,Site Próprio,3,2,185.52,120.42,Concluído,02/02/2025,72.43
1404,2547,603,7,Rio Grande do Sul,Aplicativo,5,2,160.19,103.55,Concluído,21/11/2024,16.63
399,715,383,5,Ceará,Aplicativo,4,2,201.84,185.65,Concluído,20/11/2024,36.73
2508,4626,422,28,São Paulo,Site Próprio,2,1,223.27,142.78,Concluído,17/12/2025,42.53
584,1057,204,47,São Paulo,Site Próprio,6,3,209.56,89.54,Concluído,09/08/2024,118.19
1263,2287,418,21,São Paulo,Site Próprio,2,1,107.92,94.68,Concluído,26/12/2025,22.0
2476,4562,172,47,São Paulo,Site Próprio,5,1,199.58,89.54,Concluído,16/05/2025,36.88
2632,4849,137,1,Rio de Janeiro,Site Próprio,6,1,196.94,91.78,Concluído,01/08/2024,46.02
1222,2208,611,29,Santa Catarina,Site Próprio,2,2,112.51,78.75,Concluído,26/07/2025,8.44
2098,3862,463,40,Rio de Janeiro,Marketplace,4,1,121.45,53.25,Concluído,13/09/2024,15.42
2514,4637,226,9,Rio de Janeiro,Marketplace,6,3,205.01,108.49,Concluído,13/12/2025,55.54
1574,2849,196,49,São Paulo,Marketplace,1,1,150.0,73.39,Concluído,12/01/2025,30.9
340,618,399,35,Santa Catarina,Marketplace,5,1,102.38,79.44,Concluído,25/11/2025,6.68
1987,3654,380,31,São Paulo,Site Próprio,1,3,68.99,39.52,Concluído,06/05/2024,37.77
2325,4283,25,22,Minas Gerais,Site Próprio,3,1,240.93,88.13,Concluído,02/05/2025,12.02
62,124,379,5,Paraná,Site Próprio,6,1,201.84,185.65,Concluído,16/12/2024,15.54
2536,4672,435,30,Rio Grande do Sul,Aplicativo,6,3,198.93,145.7,Concluído,21/12/2025,43.57
1135,2043,360,17,Ceará,Site Próprio,4,2,185.69,127.08,Concluído,22/05/2025,84.45
179,335,454,5,São Paulo,Marketplace,6,1,221.06,185.65,Concluído,15/11/2024,49.08
751,1363,125,33,Maranhão,Marketplace,6,1,265.43,122.16,Concluído,06/06/2025,23.09
160,305,576,46,São Paulo,Site Próprio,6,2,105.04,81.26,Concluído,25/11/2024,42.02
1529,2773,129,49,Paraná,Site Próprio,6,1,125.0,73.39,Concluído,12/09/2025,11.26
541,981,341,44,Minas Gerais,Site Próprio,3,2,192.12,119.7,Concluído,23/06/2025,18.79
776,1408,579,3,São Paulo,Marketplace,4,1,57.96,26.91,Concluído,10/11/2025,12.31
1735,3166,200,10,Rio Grande do Sul,Site Próprio,3,1,238.53,120.42,Concluído,04/12/2025,19.96
1633,2967,230,7,São Paulo,Marketplace,6,2,216.73,103.55,Concluído,12/06/2025,93.54
2391,4402,343,38,Espírito Santo,Marketplace,1,1,110.92,48.05,Concluído,01/09/2024,7.58
90,176,635,47,Minas Gerais,Marketplace,2,1,209.56,89.54,Concluído,13/07/2024,7.42
320,582,210,38,Minas Gerais,Site Próprio,5,2,70.42,48.05,Concluído,26/07/2025,14.0
2579,4749,219,4,Goiás,Marketplace,6,1,325.98,160.15,Concluído,18/11/2024,12.49
889,1617,469,25,São Paulo,Marketplace,4,2,35.91,16.13,Concluído,21/03/2025,17.24
2328,4289,342,27,Rio Grande do Sul,Site Próprio,2,2,260.77,88.49,Concluído,05/09/2025,25.09
2352,4335,18,49,Minas Gerais,Site Próprio,6,2,131.25,73.39,Concluído,17/04/2025,16.59
664,1195,150,11,São Paulo,Marketplace,1,2,163.99,139.55,Concluído,03/11/2024,74.42
1586,2877,495,11,Pernambuco,Marketplace,4,1,245.98,139.55,Concluído,11/04/2025,26.54
2569,4732,443,49,São Paulo,Marketplace,4,1,112.5,73.39,Concluído,02/12/2025,24.22
2222,4094,540,38,Paraná,Marketplace,1,1,95.07,48.05,Concluído,07/05/2024,8.12
1775,3244,478,1,Paraná,Site Próprio,1,1,188.74,91.78,Concluído,09/11/2024,26.74
1017,1825,234,12,Minas Gerais,Site Próprio,2,1,293.45,209.52,Concluído,25/05/2024,29.58
1041,1880,315,38,Mato Grosso do Sul,Marketplace,1,3,126.77,48.05,Concluído,22/09/2025,30.46
1097,1982,507,25,Rio de Janeiro,Site Próprio,3,2,21.53,16.13,Concluído,23/09/2024,4.56
1034,1862,105,10,Mato Grosso do Sul,Marketplace,1,1,202.75,120.42,Concluído,27/05/2025,18.55
747,1351,401,6,Rio Grande do Sul,Marketplace,3,1,67.52,52.6,Concluído,15/12/2025,2.23
1954,3576,204,30,São Paulo,Marketplace,5,2,331.74,145.7,Cancelado,13/05/2025,115.31
1965,3607,597,35,São Paulo,Site Próprio,3,1,138.22,79.44,Concluído,07/03/2024,31.31
2498,4604,638,51,Santa Catarina,Site Próprio,3,1,361.14,201.19,Concluído,24/12/2025,17.26
1638,2975,83,26,Distrito Federal,Site Próprio,3,2,309.42,164.45,Concluído,15/11/2025,35.83
222,410,500,34,Minas Gerais,Site Próprio,1,1,61.44,37.12,Concluído,27/06/2024,5.1
376,676,484,17,São Paulo,Site Próprio,3,1,206.32,127.08,Concluído,20/12/2024,64.58
156,298,119,11,Ceará,Site Próprio,5,1,209.09,139.55,Concluído,09/03/2024,8.43
513,926,646,14,São Paulo,Site Próprio,2,1,192.33,105.23,Concluído,15/12/2025,45.74
10,23,17,17,Paraná,Marketplace,5,1,129.91,127.08,Concluído,01/11/2025,23.14
2113,3895,546,40,São Paulo,Site Próprio,5,1,98.32,53.25,Concluído,09/11/2025,20.83
2073,3811,199,38,São Paulo,Marketplace,2,1,89.79,48.05,Concluído,14/09/2025,15.81
405,729,145,15,Rio Grande do Sul,Site Próprio,2,1,30.32,22.05,Concluído,19/05/2024,1.37
1994,3670,465,16,Rio Grande do Sul,Site Próprio,6,1,289.82,150.82,Concluído,04/08/2024,30.46
2403,4422,627,47,São Paulo,Marketplace,6,1,169.65,89.54,Concluído,17/05/2025,28.11
727,1308,551,9,São Paulo,Aplicativo,1,1,168.73,108.49,Concluído,03/09/2024,37.22
2112,3892,608,6,São Paulo,Site Próprio,2,1,79.76,52.6,Concluído,21/06/2024,14.45
373,672,23,35,São Paulo,Site Próprio,5,1,130.82,79.44,Concluído,09/01/2025,27.63
924,1673,219,11,Goiás,Aplicativo,5,2,295.18,139.55,Concluído,03/03/2025,28.4
666,1200,342,7,Rio Grande do Sul,Marketplace,1,2,216.73,103.55,Concluído,15/10/2024,39.14
1234,2230,132,10,Minas Gerais,Aplicativo,6,1,238.53,120.42,Concluído,03/08/2025,18.39
2604,4795,19,8,São Paulo,Marketplace,2,1,66.07,43.6,Concluído,19/12/2025,11.22
152,294,522,4,São Paulo,Site Próprio,2,1,171.04,160.15,Cancelado,24/05/2025,34.48
1242,2250,177,23,São Paulo,Aplicativo,4,1,80.83,43.89,Concluído,14/02/2025,27.56
1477,2691,407,3,Minas Gerais,Site Próprio,3,1,38.64,26.91,Concluído,20/08/2025,1.23
62,127,379,46,Paraná,Site Próprio,6,1,122.55,81.26,Concluído,16/12/2024,6.15
1417,2580,409,46,São Paulo,Site Próprio,2,1,157.56,81.26,Concluído,15/06/2024,36.29
1898,3480,292,34,São Paulo,Site Próprio,4,1,78.34,37.12,Concluído,16/04/2025,14.18
1242,2248,177,40,São Paulo,Aplicativo,4,3,121.45,53.25,Concluído,14/02/2025,67.51
1935,3546,478,11,Paraná,Site Próprio,3,1,282.88,139.55,Concluído,04/06/2025,20.71
2152,3958,468,37,São Paulo,Site Próprio,5,1,90.53,61.9,Concluído,03/11/2025,15.46
2418,4455,251,1,Rio de Janeiro,Site Próprio,6,1,164.12,91.78,Concluído,02/11/2024,44.67
387,693,349,20,São Paulo,Site Próprio,2,1,84.76,55.18,Concluído,11/06/2025,14.29
1641,2983,392,37,São Paulo,Site Próprio,6,1,122.48,61.9,Concluído,23/11/2024,25.29
382,687,104,4,São Paulo,Site Próprio,3,2,312.39,160.15,Concluído,21/02/2024,124.64
452,818,471,17,Rio de Janeiro,Site Próprio,5,2,206.32,127.08,Concluído,06/10/2025,69.69
116,217,462,49,Minas Gerais,Site Próprio,4,1,78.7,73.39,Concluído,13/07/2024,4.9
1818,3326,420,29,São Paulo,Site Próprio,5,1,122.95,78.75,Concluído,16/05/2025,27.71
76,153,135,14,São Paulo,Site Próprio,5,1,115.33,105.23,Concluído,16/11/2025,21.68
394,707,298,6,Ceará,Marketplace,5,2,75.96,52.6,Concluído,22/10/2025,5.29
1104,1993,96,39,Pernambuco,Site Próprio,2,1,598.55,144.85,Concluído,07/11/2024,64.64
2420,4458,98,13,Bahia,Site Próprio,3,2,133.97,77.45,Concluído,13/12/2024,19.75
2519,4648,454,27,São Paulo,Site Próprio,6,3,260.77,88.49,Cancelado,20/12/2025,177.43
1113,2009,538,5,Rio de Janeiro,Site Próprio,2,1,272.49,185.65,Concluído,11/06/2025,38.67
258,479,609,17,Rio de Janeiro,Site Próprio,5,1,129.91,127.08,Concluído,21/05/2024,22.14
712,1283,431,44,Paraná,Marketplace,3,1,150.35,119.7,Concluído,27/10/2024,13.29
883,1605,345,47,Minas Gerais,Site Próprio,6,3,179.63,89.54,Cancelado,06/12/2024,52.97
2101,3870,326,28,Paraná,Marketplace,1,3,223.27,142.78,Concluído,15/06/2024,51.84
920,1667,286,3,Paraná,Site Próprio,5,1,66.65,26.91,Concluído,27/06/2024,2.39
2342,4320,137,15,Rio de Janeiro,Site Próprio,6,1,57.79,22.05,Concluído,18/07/2025,7.43
1754,3199,169,13,São Paulo,Site Próprio,1,1,113.88,77.45,Concluído,02/11/2025,24.31
450,813,113,49,São Paulo,Marketplace,2,1,125.0,73.39,Concluído,02/09/2024,23.25
1824,3338,434,45,São Paulo,Aplicativo,2,2,72.93,39.57,Concluído,20/12/2025,31.29
1964,3603,112,24,São Paulo,Site Próprio,5,1,386.28,217.31,Concluído,23/10/2025,78.45
131,251,165,17,Minas Gerais,Marketplace,6,1,152.83,127.08,Concluído,03/12/2025,32.08
467,844,110,24,São Paulo,Marketplace,3,1,386.28,217.31,Cancelado,18/12/2025,77.14
1182,2126,487,30,Paraná,Marketplace,2,1,315.94,145.7,Concluído,22/06/2024,26.19
1812,3313,631,4,São Paulo,Site Próprio,1,1,244.48,160.15,Concluído,13/05/2025,47.11
1684,3057,464,14,São Paulo,Site Próprio,6,1,183.17,105.23,Concluído,16/05/2024,41.51
1312,2376,248,37,São Paulo,Site Próprio,1,1,90.53,61.9,Concluído,10/12/2025,20.03
1127,2033,441,6,Rio de Janeiro,Marketplace,5,1,59.08,52.6,Concluído,17/06/2025,4.24
535,968,469,10,São Paulo,Marketplace,4,1,250.46,120.42,Concluído,20/12/2024,43.28
2383,4386,608,6,São Paulo,Site Próprio,4,2,79.76,52.6,Cancelado,25/12/2024,35.0
40,81,585,32,Distrito Federal,Marketplace,4,1,312.66,130.06,Concluído,04/11/2024,31.02
538,973,505,22,Distrito Federal,Site Próprio,5,1,214.16,88.13,Concluído,12/12/2025,16.73
1050,1897,610,16,Santa Catarina,Marketplace,1,1,248.42,150.82,Concluído,19/07/2025,24.54
1236,2236,497,23,Pernambuco,Aplicativo,2,1,80.83,43.89,Concluído,16/07/2024,15.8
129,247,10,21,Pernambuco,Site Próprio,5,1,171.4,94.68,Concluído,26/05/2024,16.2
1485,2705,103,30,Rio de Janeiro,Site Próprio,3,1,268.55,145.7,Concluído,17/11/2024,24.28
1220,2204,631,5,São Paulo,Aplicativo,3,1,233.56,185.65,Concluído,15/11/2025,52.27
2603,4789,1,5,Santa Catarina,Site Próprio,4,1,233.56,185.65,Concluído,23/11/2025,12.82
2336,4305,464,37,São Paulo,Marketplace,5,1,106.5,61.9,Cancelado,14/05/2025,23.01
2465,4542,608,8,São Paulo,Site Próprio,3,1,66.07,43.6,Concluído,11/01/2025,15.47
1843,3375,389,10,São Paulo,Marketplace,3,3,274.31,120.42,Concluído,12/09/2025,164.34
2115,3899,386,35,Rio de Janeiro,Site Próprio,4,2,153.58,79.44,Cancelado,11/06/2025,40.79
1287,2332,72,5,São Paulo,Marketplace,4,2,272.49,185.65,Cancelado,05/04/2025,97.66
2305,4250,104,15,São Paulo,Site Próprio,4,2,55.38,22.05,Concluído,05/02/2025,22.47
2156,3968,549,35,São Paulo,Marketplace,2,1,138.22,79.44,Cancelado,05/05/2025,25.81
2294,4234,150,8,São Paulo,Site Próprio,3,2,56.63,43.6,Concluído,14/11/2025,21.61
829,1506,245,8,Ceará,Marketplace,2,3,48.94,43.6,Concluído,24/06/2025,6.43
1624,2952,440,29,Bahia,Marketplace,5,1,151.89,78.75,Concluído,04/12/2024,9.17
745,1346,560,6,São Paulo,Site Próprio,3,1,68.37,52.6,Concluído,23/05/2025,13.84
1814,3318,230,53,São Paulo,Marketplace,6,1,366.23,152.79,Concluído,08/12/2025,63.06
326,592,233,16,São Paulo,Marketplace,3,1,173.79,150.82,Concluído,27/11/2025,27.95
540,976,538,15,Rio de Janeiro,Site Próprio,6,3,37.45,22.05,Concluído,11/07/2025,8.66
2228,4108,381,23,Paraná,Site Próprio,5,1,65.43,43.89,Concluído,24/02/2025,12.95
905,1646,434,53,São Paulo,Site Próprio,6,1,318.47,152.79,Concluído,01/03/2025,74.81
928,1680,428,25,Mato Grosso do Sul,Marketplace,3,2,29.07,16.13,Concluído,21/10/2025,3.84
277,510,244,22,São Paulo,Site Próprio,4,1,151.7,88.13,Concluído,24/03/2024,31.57
61,123,387,5,Santa Catarina,Site Próprio,5,2,163.4,185.65,Concluído,11/12/2025,19.58
1713,3121,585,5,Distrito Federal,Marketplace,3,1,298.44,185.65,Concluído,24/04/2024,17.34
846,1535,350,39,Paraná,Marketplace,4,1,468.43,144.85,Concluído,16/12/2024,21.59
1832,3353,184,6,São Paulo,Site Próprio,4,1,79.76,52.6,Concluído,11/11/2024,18.02
2377,4371,145,1,Rio Grande do Sul,Marketplace,3,1,139.5,91.78,Concluído,02/12/2025,22.01
949,1711,493,12,São Paulo,Site Próprio,2,1,310.72,209.52,Concluído,20/11/2025,62.77
2345,4325,9,31,Distrito Federal,Site Próprio,5,1,68.99,39.52,Concluído,10/07/2024,4.64
1168,2101,390,4,São Paulo,Marketplace,2,1,285.23,160.15,Concluído,16/01/2025,46.04
483,870,380,31,São Paulo,Marketplace,1,1,51.1,39.52,Concluído,10/10/2025,8.3
2380,4378,41,5,Bahia,Site Próprio,3,3,311.41,185.65,Concluído,17/12/2024,53.25
569,1031,73,50,São Paulo,Marketplace,5,1,242.17,118.05,Concluído,16/08/2025,58.05
1890,3464,245,24,Ceará,Site Próprio,1,1,477.17,217.31,Concluído,19/01/2025,16.89
1478,2695,62,34,São Paulo,Marketplace,5,2,61.44,37.12,Concluído,09/08/2025,28.84
418,757,607,4,Rio de Janeiro,Marketplace,3,1,325.98,160.15,Concluído,22/11/2024,36.48
1108,1999,377,21,São Paulo,Site Próprio,5,2,145.69,94.68,Concluído,02/06/2025,64.8
2035,3750,174,29,Mato Grosso do Sul,Site Próprio,6,1,173.58,78.75,Concluído,17/12/2025,17.55
1959,3591,455,32,Espírito Santo,Site Próprio,5,1,244.69,130.06,Concluído,24/08/2025,11.45
645,1157,602,5,Pernambuco,Site Próprio,4,1,233.56,185.65,Concluído,18/12/2024,15.13
1730,3157,320,39,São Paulo,Site Próprio,4,1,624.57,144.85,Concluído,11/12/2024,113.48
1177,2116,406,16,São Paulo,Site Próprio,4,1,331.23,150.82,Concluído,20/11/2025,76.65
542,983,196,35,São Paulo,Aplicativo,6,1,136.51,79.44,Concluído,12/10/2024,32.27
177,333,129,28,Paraná,Site Próprio,1,2,194.57,142.78,Concluído,07/10/2025,17.71
878,1593,43,27,São Paulo,Marketplace,6,3,204.08,88.49,Concluído,23/12/2025,144.43
1315,2385,250,41,Pernambuco,Marketplace,4,1,353.33,180.53,Concluído,15/07/2025,20.21
1629,2961,1,29,Santa Catarina,Marketplace,3,1,130.19,78.75,Concluído,12/12/2025,8.74
868,1576,583,12,São Paulo,Marketplace,4,1,535.99,209.52,Concluído,21/08/2025,112.56
2466,4543,283,19,Paraná,Site Próprio,3,1,533.35,137.57,Concluído,19/09/2025,35.63
30,62,184,31,São Paulo,Marketplace,4,1,63.13,39.52,Concluído,02/07/2024,13.37
256,473,190,52,São Paulo,Aplicativo,4,1,271.2,115.34,Concluído,05/10/2025,56.38
498,902,255,35,Rio de Janeiro,Site Próprio,4,1,136.51,79.44,Concluído,05/11/2025,16.82
1885,3455,180,5,São Paulo,Site Próprio,2,2,259.51,185.65,Concluído,01/07/2025,122.7
480,866,249,30,Minas Gerais,Aplicativo,2,3,210.63,145.7,Concluído,15/10/2025,34.63
1956,3584,560,43,São Paulo,Site Próprio,3,1,353.54,182.69,Concluído,09/11/2025,56.6
2497,4603,80,4,Ceará,Site Próprio,6,1,244.48,160.15,Cancelado,02/08/2024,10.76
